id,name,members,buy_limit,value,high_alch,low_alch,examine
26386,Torva platelegs,1,8,400000,240000,160000,An ancient warrior's platelegs.
26390,Blood essence,1,500,100000,60000,40000,A blood-filled essence with magical properties.
26394,Bandosian components,1,,100000,60000,40000,High grade material.
26421,Shattered relics variety ornament kit,1,5,25000,15000,10000,"A kit that can be used to apply a Leagues III - Shattered Relics theme to an Abyssal whip or Tentacle, Rune crossbow or God book piece."
26424,Shattered banner,1,,1000,600,400,A banner showcasing the colours of Leagues III - Shattered Relics.
26427,Shattered hood (t1),1,,15000,9000,6000,The headgear of a Shattered Relic Hunter.
26430,Shattered top (t1),1,,15000,9000,6000,The shirt of a Shattered Relic Hunter.
26433,Shattered trousers (t1),1,,15000,9000,6000,The trousers of a Shattered Relic Hunter.
26436,Shattered boots (t1),1,,15000,9000,6000,The boots of a Shattered Relic Hunter.
26439,Shattered hood (t2),1,,15000,9000,6000,The headgear of a Shattered Relic Hunter.
26442,Shattered top (t2),1,,15000,9000,6000,The shirt of a Shattered Relic Hunter.
26445,Shattered trousers (t2),1,,15000,9000,6000,The trousers of a Shattered Relic Hunter.
26448,Shattered boots (t2),1,,15000,,,The boots of a Shattered Relic Hunter.
26451,Shattered hood (t3),1,,15000,9000,6000,The headgear of a Shattered Relic Hunter.
26454,Shattered top (t3),1,,15000,9000,6000,The shirt of a Shattered Relic Hunter.
26457,Shattered trousers (t3),1,,15000,9000,6000,The trousers of a Shattered Relic Hunter.
26460,Shattered boots (t3),1,,15000,9000,6000,The boots of a Shattered Relic Hunter.
26479,Shattered relics void ornament kit,1,5,25000,15000,10000,A kit that can be used on void armour to theme it to Leagues III - Shattered Relics.
26500,Shattered teleport scroll,1,,25000,15000,10000,A scroll which unlocks the Shattered Relics home teleport animation.
26517,Shattered cane,1,,1000,600,400,The cane of a Shattered relic hunter.
26528,Shattered cannon ornament kit,1,5,25000,15000,10000,An ornamental kit for the Dwarf multicannon in the style of Leagues III - Shattered Relics.
26541,Shattered relics mystic ornament kit,1,5,25000,15000,10000,A kit that can be used to apply a Leagues III - Shattered Relics theme to a blue Mystic robe piece.
26554,Shattered relic hunter (t1) armour set,1,,50000,30000,20000,"A set containing Shattered boots (t1), Shattered trousers (t1), Shattered top (t1) and Shattered hood (t1)."
26557,Shattered relic hunter (t2) armour set,1,,50000,30000,20000,"A set containing Shattered boots (t2), Shattered trousers (t2), Shattered top (t2) and Shattered hood (t2)."
26560,Shattered relic hunter (t3) armour set,1,,50000,30000,20000,"A set containing Shattered boots (t3), Shattered trousers (t3), Shattered top (t3) and Shattered hood (t3)."
26602,Osman's report,0,0,1,1,1,Osman's trade report for Ali Morrisane.
26788,Gold tiara,1,10000,100,60,40,Makes me feel like a wealthy Princess.
26798,Catalytic talisman,1,40,2000,1200,800,A mysterious power emanates from the talisman...
26801,Catalytic tiara,1,40,100,60,40,A tiara infused with the properties of every catalytic rune.
26804,Elemental tiara,1,40,100,60,40,A tiara infused with the properties of every elemental rune.
26815,Ring of the elements,1,,2000,1200,800,A mystical ring.
26945,Pharaoh's sceptre (uncharged),1,,83334,50000,33333,This sceptre has no remaining charges.
26997,Ensouled hellhound head,1,,536,321,214,The creature's soul is still in here. I could reanimate it with Expert Reanimation.
27014,Kovac's grog,1,,5,3,2,Only Kovac knows what's gone into this.
27202,Menaphite remedy(4),1,2000,110,66,44,4 doses of Menaphite remedy.
27205,Menaphite remedy(3),1,,110,66,44,3 doses of Menaphite remedy.
27208,Menaphite remedy(2),1,,110,66,44,2 doses of Menaphite remedy.
27211,Menaphite remedy(1),1,,110,66,44,1 dose of Menaphite remedy.
27226,Masori mask,1,8,800000,480000,320000,An ancient mask once worn by a powerful ranger.
27229,Masori body,1,8,1200000,720000,480000,Ancient armour once worn by a powerful ranger.
27232,Masori chaps,1,8,1000000,600000,400000,Ancient armour once worn by a powerful ranger.
27235,Masori mask (f),1,8,900000,540000,360000,A fortified mask once worn by a powerful ranger.
27238,Masori body (f),1,8,1600000,960000,640000,Fortified armour once worn by a powerful ranger.
27241,Masori chaps (f),1,8,1300000,780000,520000,Fortified armour once worn by a powerful ranger.
27269,Armadylean plate,1,,100000,60000,40000,High grade material.
27272,Lily of the Sands,1,13000,200,120,80,A beautiful lily.
27277,Tumeken's shadow (uncharged),1,8,7000000,4200000,2800000,An ancient staff created using a higher power.
27355,Masori armour set (f),1,5,145000,87000,58000,"A set containing a Masori mask (f), Masori body (f), Masori chaps (f)"
27612,Venator bow (uncharged),1,8,750000,450000,300000,A bow used by hunters from a forgotten empire.
27614,Venator shard,1,8,150000,90000,60000,A broken shard of an ancient weapon.
27616,Ancient essence,1,300000,28,16,11,Pure magical energy filled with a dark power.
27629,Forgotten brew(4),1,2000,200,120,80,4 doses of forgotten brew.
27632,Forgotten brew(3),1,,150,90,60,3 doses of forgotten brew.
27635,Forgotten brew(2),1,,100,60,40,2 doses of forgotten brew.
27638,Forgotten brew(1),1,,50,30,20,1 dose of forgotten brew.
27641,Saturated heart,1,8,600000,360000,240000,This heart holds an ancient magical power within.
27652,Webweaver bow (u),1,,175000,105000,70000,"A bow of a follower of Armadyl, corrupted by the power of Venenatis."
27657,Ursine chainmace (u),1,8,175000,105000,70000,"An ancient and peculiar chainmace, corrupted by the power of Callisto."
27662,Accursed sceptre (u),1,8,175000,105000,70000,"A mighty sceptre from long forgotten battles, corrupted by the power of Vet'ion."
27667,Claws of Callisto,1,,80000,48000,32000,"The claws of a great bear. They seem to maintain some of his power, somehow."
27670,Fangs of Venenatis,1,8,80000,48000,32000,The fangs of a matriarch spider. They seem to maintain a sense of her power.
27673,Skull of Vet'ion,1,8,80000,48000,32000,"The skull of an oathbound warrior. Severed from its body, it still maintains some power."
27676,Accursed sceptre (au),1,8,120000,72000,48000,A mighty sceptre used in long forgotten battles.
27681,Voidwaker hilt,1,8,800000,480000,320000,The hilt of a broken sword.
27684,Voidwaker blade,1,8,800000,480000,320000,The blade of a broken sword.
27687,Voidwaker gem,1,8,800000,480000,320000,The gem of a broken sword.
27690,Voidwaker,1,70,2000000,1200000,800000,A truly fearsome weapon.
27785,Thammaron's sceptre (au),1,8,120000,72000,48000,A mighty sceptre used in long forgotten battles.
27897,Scaly blue dragonhide,1,,100,60,40,A scaled blue dragonhide.
28146,Log brace,1,40,3000,1800,1200,"With some rope, adamantite bars and steel nails, I can create a sturdy harness."
28149,Sturdy harness,1,,5000,3000,2000,I can use this to combine the forestry kit and log basket into one tool.
28152,Nature offerings,1,,20,12,8,A sacrifice to nature in the hope of an increase of yield in logs.
28154,Ritual mulch,1,,100,60,40,I can use items with this for nature offerings.
28157,Forester's ration,1,6000,4,2,1,Mmm this looks tasty.
28159,Secateurs blade,1,,1000,600,400,An ingredient for the secateurs attachment.
28161,Secateurs attachment,1,10000,100,60,40,Collects leaves when chopping trees.
28163,Clothes pouch,1,,1,1,1,A pouch for your dirty work clothes!
28166,Clothes pouch blueprint,1,,100,60,40,A step-by-step guide to crafting your very own clothes pouch!
28177,Felling axe handle,1,,5000,3000,2000,A large handle for turning an axe into a felling axe.
28193,Unfired cup,1,,2,1,1,I need to put this in a pottery oven.
28196,Bronze felling axe,1,,16,9,6,A woodcutter's axe.
28199,Iron felling axe,1,,56,33,22,A woodcutter's axe.
28202,Steel felling axe,1,,200,120,80,A woodcutter's axe.
28205,Black felling axe,1,,384,230,153,A woodcutter's axe.
28208,Mithril felling axe,1,,520,312,208,A woodcutter's axe.
28211,Adamant felling axe,1,,1280,768,512,A woodcutter's axe.
28214,Rune felling axe,1,,12800,7680,5120,A woodcutter's axe.
28217,Dragon felling axe,1,,55000,33000,22000,A woodcutter's axe.
28220,Crystal 2h axe,0,,520000,312000,208000,A woodcutter's axe.
28223,Crystal 2h axe (inactive),0,,520000,312000,208000,A woodcutter's axe.
28226,3rd Age felling axe,1,,55000,33000,22000,"A beautifully crafted axe, shaped by ancient smiths."
28276,Chromium ingot,1,8,50000,30000,20000,A dense clump of corroded metal.
28295,Berserker icon,1,,8000,4800,3200,The icon of a berserker.
28298,Archer icon,1,,8000,4800,3200,The icon of an archer.
28301,Warrior icon,1,,8000,4800,3200,The icon of a warrior.
28304,Seers icon,1,,8000,4800,3200,The icon of an archer.
28307,Ultor ring,1,,140000,84000,56000,An occult ring that grants immense physical power.
28310,Venator ring,1,,140000,84000,56000,An occult ring that grants immense dexterity.
28313,Magus ring,1,,140000,84000,56000,An occult ring that grants immense magical power.
28316,Bellator ring,1,,140000,84000,56000,An occult ring that grants immense slicing power.
28334,Awakener's orb,1,50,75000,45000,30000,A mysterious orb of unknown power. What could it do?
28338,Soulreaper axe,1,5,240000,144000,96000,An axe that manipulates the very lifeforce of those who touch it.
28478,Sigil of sustenance,1,,10000,,,A power enhancing sigil not yet attuned to you.
28481,Sigil of hoarding,1,,10000,,,A power enhancing sigil not yet attuned to you.
28484,Sigil of the alchemaniac,1,,10000,,,A power enhancing sigil not yet attuned to you.
28487,Sigil of the hunter,1,,20000,,,A power enhancing sigil not yet attuned to you.
28490,Sigil of resistance,1,,10000,,,A power enhancing sigil not yet attuned to you.
28493,Sigil of agile fortune,1,,10000,,,A power enhancing sigil not yet attuned to you.
28496,Sigil of the food master,1,,30000,,,A power enhancing sigil not yet attuned to you.
28499,Sigil of the well fed,1,,10000,,,A power enhancing sigil not yet attuned to you.
28502,Sigil of the infernal chef,1,,10000,,,A power enhancing sigil not yet attuned to you.
28505,Sigil of the infernal smith,1,,10000,,,A power enhancing sigil not yet attuned to you.
28508,Sigil of the lightbearer,1,,10000,,,A sigil attuned to you with great power.
28511,Sigil of the bloodhound,1,,10000,,,A power enhancing sigil not yet attuned to you.
28514,Sigil of precision,1,,10000,,,A power enhancing sigil not yet attuned to you.
28517,Sigil of the augmented thrall,1,,10000,,,A power enhancing sigil not yet attuned to you.
28520,Sigil of faith,1,,10000,,,A power enhancing sigil not yet attuned to you.
28523,Sigil of titanium,1,,10000,,,A power enhancing sigil not yet attuned to you.
28526,Sigil of the ninja,1,,10000,,,A power enhancing sigil not yet attuned to you.
28529,Sigil of woodcraft,1,,10000,,,A power enhancing sigil not yet attuned to you.
28531,Corrupted voidwaker,1,,250000,150000,100000,A truly fearsome weapon.
28534,Corrupted dragon claws,1,,250000,150000,100000,A set of fighting claws.
28537,Corrupted armadyl godsword,1,,250000,150000,100000,"A beautiful, heavy sword."
28540,Corrupted twisted bow,1,,250000,150000,100000,A mystical bow carved from the twisted remains of the Great Olm.
28545,Corrupted scythe of vitur (uncharged),1,,250000,150000,100000,A powerful scythe. It is currently uncharged.
28549,Corrupted tumeken's shadow (uncharged),1,,250000,150000,100000,An ancient staff created using a higher power.
28561,Trinket of vengeance,1,,10000,6000,4000,A magic rock! This one casts the Vengeance spell.
28564,Trinket of fairies,1,,10000,6000,4000,A magic rock! This one smells funny and lets you teleport.
28567,Trinket of advanced weaponry,1,,10000,6000,4000,A magic rock! This one gives you a random blighted weapon instead.
28570,Trinket of undead,1,,10000,6000,4000,A magic rock! This one gives you random thralls.
28583,Warped sceptre (uncharged),1,,150000,90000,60000,A magical warped weapon.
28628,Sawmill voucher,1,10000,100,60,40,Used to provide additional planks at the sawmill.
28684,Trailblazer reloaded bulwark ornament kit,1,,5000,3000,2000,Used on the Dinh's Bulwark to give it a theme from Leagues IV: Trailblazer Reloaded.
28690,Trailblazer reloaded blowpipe ornament kit,1,,5000,3000,2000,Used on an uncharged Toxic Blowpipe to give it the a theme from Leagues IV: Trailblazer Reloaded.
28693,Trailblazer reloaded alchemy scroll,1,,25000,15000,10000,A scroll which unlocks the Trailblazer Reloaded Alchemy animation.
28696,Trailblazer reloaded vengeance scroll,1,,25000,15000,10000,A scroll which unlocks the Trailblazer Reloaded Vengeance animation.
28699,Trailblazer reloaded death scroll,1,5,25000,15000,10000,A scroll which unlocks the Trailblazer Reloaded death and respawn animation.
28702,Trailblazer reloaded banner,1,,1000,600,400,A banner showcasing the colours of Leagues IV: Trailblazer Reloaded.
28705,Trailblazer reloaded home teleport scroll,1,5,25000,15000,10000,A scroll which unlocks the Trailblazer Reloaded Home Teleport animation.
28708,Trailblazer reloaded rejuvenation pool scroll,1,,25000,15000,10000,Used on an Ornate rejuvination pool inside your Player owned house to give it a theme from Leagues IV: Trailblazer Reloaded.
28712,Trailblazer reloaded headband (t1),1,,15000,9000,6000,The headgear of a Trailblazer Reloaded Relic Hunter.
28715,Trailblazer reloaded top (t1),1,,15000,9000,6000,The shirt of a Trailblazer Reloaded Relic Hunter.
28718,Trailblazer reloaded trousers (t1),1,,15000,9000,6000,The trousers of a Trailblazer Reloaded Relic Hunter.
28721,Trailblazer reloaded boots (t1),1,,15000,9000,6000,The boots of a Trailblazer Reloaded Relic Hunter.
28724,Trailblazer reloaded headband (t2),1,,15000,9000,6000,The headgear of a Trailblazer Reloaded Relic Hunter.
28727,Trailblazer reloaded top (t2),1,,15000,9000,6000,The shirt of a Trailblazer Reloaded Relic Hunter.
28730,Trailblazer reloaded trousers (t2),1,,15000,9000,6000,The trousers of a Trailblazer Reloaded Relic Hunter.
28733,Trailblazer reloaded boots (t2),1,,15000,9000,6000,The boots of a Trailblazer Reloaded Relic Hunter.
28736,Trailblazer reloaded headband (t3),1,,15000,9000,6000,The headgear of a Trailblazer Reloaded Relic Hunter.
28739,Trailblazer reloaded top (t3),1,,15000,9000,6000,The shirt of a Trailblazer Reloaded Relic Hunter.
28742,Trailblazer reloaded trousers (t3),1,,15000,,,The trousers of a Trailblazer Reloaded Relic Hunter.
28745,Trailblazer reloaded boots (t3),1,,15000,9000,6000,The boots of a Trailblazer Reloaded Relic Hunter.
28748,Trailblazer reloaded torch,1,,15000,9000,6000,The torch of a Trailblazer Reloaded Relic Hunter.
28777,Trailblazer reloaded relic hunter (t1) armour set,1,,50000,30000,20000,"A set containing Trailblazer Reloaded boots (t1), Trailblazer Reloaded trousers (t1), Trailblazer Reloaded top (t1) and Trailblazer Reloaded hood (t1)."
28780,Trailblazer reloaded relic hunter (t2) armour set,1,,50000,30000,20000,"A set containing Trailblazer Reloaded boots (t2), Trailblazer Reloaded trousers (t2), Trailblazer Reloaded top (t2) and Trailblazer Reloaded hood (t2)."
28783,Trailblazer reloaded relic hunter (t3) armour set,1,,50000,30000,20000,"A set containing Trailblazer Reloaded boots (t3), Trailblazer Reloaded trousers (t3), Trailblazer Reloaded top (t3) and Trailblazer Reloaded hood (t3)."
28790,Kourend castle teleport (tablet),1,,1,1,1,A teleport to Kourend Castle.
28810,Zombie axe,1,,160000,96000,64000,A rusty yet powerful axe.
28813,Broken zombie axe,1,,160000,96000,64000,An old rusty axe. It needs repairing before it can be used.
28824,Civitas illa fortis teleport,1,,1,1,1,A teleport to Civitas illa Fortis.
28831,Immature tecu salamander,1,,200,120,80,A little too small to stuff full of tar.
28834,Tecu salamander,1,125,200,120,80,I thought this would be slimier.
28837,Irit tar,1,11000,1,1,1,"A dark, thick, foul-smelling, tar-like substance."
28839,Wood camo top (equipped),1,,20,12,8,This should make me harder to spot in wooded areas.
28842,Wood camo legs (equipped),1,,20,12,8,These should make me harder to spot in wooded areas.
28845,Jungle camo top (equipped),1,,20,12,8,This should make me harder to spot in jungle areas.
28848,Jungle camo legs (equipped),1,,20,12,8,These should make me harder to spot in jungle areas.
28851,Desert camo top (equipped),1,,20,12,8,This should make me harder to spot in desert areas.
28854,Desert camo legs (equipped),1,,20,12,8,These should make me harder to spot in desert areas.
28857,Polar camo top (equipped),1,,20,12,8,This should make me harder to spot in polar areas.
28860,Polar camo legs (equipped),1,,20,12,8,These should make me harder to spot in polar areas.
28869,Hunters' sunlight crossbow,1,70,1300,780,520,A weapon made of horn and bone.
28872,Sunlight antler bolts,1,11000,31,18,12,Bolts made from the antlers of a sunlight antelope.
28878,Moonlight antler bolts,1,11000,31,18,12,Bolts made from the antlers of a moonlight antelope.
28890,Sunlight moth (item),1,,1,1,1,There's a sunlight moth in here.
28893,Moonlight moth (item),1,125,1,1,1,There's a moonlight moth in here.
28896,Rum,1,,5,3,2,A strong spirit with a bold flavour.
28899,Wyrmling bones,1,3000,1,1,1,Ew it's a pile of bones.
28919,Tonalztics of Ralos (uncharged),1,,600000,360000,240000,A rebounding throwing weapon of devastating proportions.
28924,Sunfire splinters,1,30000,100,60,40,Vaporised material from the sun.
28929,Sunfire rune,1,18000,20,12,8,A fire rune empowered by the sun.
28931,Searing page,1,11000,200,120,80,It's still warm to the touch.
28933,Sunfire fanatic helm,1,,375000,225000,150000,A helmet forged from sunfire.
28936,Sunfire fanatic cuirass,1,,500000,300000,200000,A cuirass forged from sunfire.
28939,Sunfire fanatic chausses,1,,500000,300000,200000,Chausses forged from sunfire.
28942,Echo crystal,1,8,150000,90000,60000,A crystal of rebounding potential.
28988,Blue moon spear,1,15,100000,60000,40000,A magical staff of ancient origin...
28991,Atlatl dart,1,11000,490,294,196,Quite big for a dart.
28997,Dual macuahuitl,1,15,290010,174006,116004,A brutal pair.
29000,Eclipse atlatl,1,15,160000,96000,64000,A powerful thrown weapon forged from an eclipse.
29004,Eclipse moon chestplate,1,15,290010,174006,116004,The chestplate of the Eclipse Moon.
29007,Eclipse moon tassets,1,15,289910,173946,115964,The tassets of the Eclipse Moon.
29010,Eclipse moon helm,1,15,103000,61800,41200,The helm of the Eclipse Moon.
29013,Blue moon chestplate,1,15,290010,174006,116004,The chestplate of the Blue Moon.
29016,Blue moon tassets,1,15,289910,173946,115964,The tassets of the Blue Moon.
29019,Blue moon helm,1,15,103000,61800,41200,The helm of the Blue Moon.
29022,Blood moon chestplate,1,15,290010,174006,116004,The chestplate of the Blood Moon.
29025,Blood moon tassets,1,15,289910,173946,115964,The tassets of the Blood Moon.
29028,Blood moon helm,1,15,103000,61800,41200,The helm of the Blood Moon.
29049,Eclipse moon chestplate (broken),1,15,290010,174006,116004,The chestplate of the Eclipse Moon.
29052,Eclipse moon tassets (broken),1,15,289910,173946,115964,The tassets of the Eclipse Moon.
29055,Eclipse moon helm (broken),1,15,103000,61800,41200,The helm of the Eclipse Moon.
29058,Blue moon chestplate (broken),1,15,290010,174006,116004,The chestplate of the Blue Moon.
29061,Blue moon tassets (broken),1,15,289910,173946,115964,The tassets of the Blue Moon.
29064,Blue moon helm (broken),1,15,103000,61800,41200,The helm of the Blue Moon.
29067,Blood moon chestplate (broken),1,15,290010,174006,116004,The chestplate of the Blood Moon.
29070,Blood moon tassets (broken),1,15,289910,173946,115964,The tassets of the Blood Moon.
29073,Blood moon helm (broken),1,15,103000,61800,41200,The helm of the Blood Moon.
29084,Sulphur blades,1,15,30000,18000,12000,Are these explosive?
29090,Calcified moth,1,100,10000,,,A fossilised moth infused with dwarven magic.
29098,Not meat,1,,1,1,1,Don't eat this.
29101,Raw barb-tailed kebbit,1,13000,1,1,1,Ouch!
29104,Raw wild kebbit,1,13000,1,1,1,Better cook this carefully.
29107,Raw dashing kebbit,1,13000,1,1,1,I should probably cook this first.
29110,Raw pyre fox,1,13000,1,1,1,I should probably cook this first.
29113,Raw moonlight antelope,1,13000,1,1,1,I should probably cook this first.
29116,Raw sunlight antelope,1,13000,1,1,1,I should probably cook this first.
29119,Raw graahk,1,13000,1,1,1,I should probably cook this first.
29122,Raw larupia,1,13000,1,1,1,I should probably cook this first.
29125,Raw kyatt,1,13000,1,1,1,I should probably cook this first.
29128,Cooked wild kebbit,1,10000,4,2,1,"Mmm, this looks tasty."
29131,Cooked barb-tailed kebbit,1,10000,4,2,1,"Mmm, this looks tasty."
29134,Cooked dashing kebbit,1,6000,4,2,1,I should eat this quickly.
29137,Cooked pyre fox,1,10000,4,2,1,"Mmm, this looks tasty."
29140,Cooked sunlight antelope,1,10000,4,2,1,"Mmm, this looks tasty."
29143,Cooked moonlight antelope,1,6000,4,2,1,"Mmm, this looks tasty."
29146,Cooked larupia,1,10000,4,2,1,"Mmm, this looks tasty."
29149,Cooked graahk,1,10000,4,2,1,"Mmm, this looks tasty."
29152,Cooked kyatt,1,10000,4,2,1,"Mmm, this looks tasty."
29163,Fox fur,1,,10,6,4,This would make warm clothing.
29166,Jerboa tail,1,18000,1,1,1,The long tail of an embertailed jerboa.
29168,Sunlight antelope antler,1,,1,1,1,I don't think I can stick it back on.
29171,Moonlight antelope antler,1,18000,1,1,1,I don't think I can stick it back on.
29174,Moonlight antelope fur,1,18000,10,6,4,I can make something out of this.
29177,Sunlight antelope fur,1,,10,6,4,I can make something out of this.
29180,Sapphire glacialis mix (2),1,,30,18,12,There's a sapphire glacialis butterfly in here.
29183,Snowy knight mix (2),1,,50,30,20,There's a snowy knight butterfly in here.
29186,Ruby harvest mix (2),1,,18,10,7,There's a ruby harvest butterfly in here.
29189,Black warlock mix (2),1,,70,42,28,There's a black warlock butterfly in here.
29192,Sunlight moth mix (2),1,125,30,18,12,There's a sunlight moth in here.
29195,Moonlight moth mix (2),1,125,30,18,12,There's a moonlight moth in here.
29198,Sapphire glacialis mix (1),1,,30,18,12,There's a sapphire glacialis butterfly in here.
29201,Snowy knight mix (1),1,,50,30,20,There's a snowy knight butterfly in here.
29204,Ruby harvest mix (1),1,,18,10,7,There's a ruby harvest butterfly in here.
29207,Black warlock mix (1),1,,70,42,28,There's a black warlock butterfly in here.
29210,Sunlight moth mix (1),1,,30,18,12,There's a sunlight moth in here.
29213,Moonlight moth mix (1),1,,30,18,12,There's a moonlight moth in here.
29218,Jaguar fur,1,10000,80,48,32,This would make nice clothing.
29253,Enhanced quetzal whistle blueprint,1,,5000,3000,2000,An enhanced blueprint for a quetzal whistle.
29256,Perfected quetzal whistle blueprint,1,50,7500,4500,3000,A perfected blueprint for a quetzal whistle.
29277,Trapper's tipple,1,,2,1,1,A glass of frothy ale.
29280,Mixed hide top,1,100,4000,2400,1600,Made from the hide of a few different creatures.
29283,Mixed hide legs,1,100,4000,2400,1600,Made from the hide of a few different creatures.
29286,Mixed hide boots,1,100,4000,2400,1600,Made from the hide of a few different creatures.
29289,Mixed hide cape,1,100,4000,2400,1600,Made from the hide of a few different creatures.
29292,Mixed hide base,1,,9000,5400,3600,I need this to make mixed hide armour.
29305,Hunter's spear,1,,350,210,140,Throw it... Or don't.
29307,Quetzal feed,1,100,50,30,20,A sack of quetzal feed.
29311,Hunter spear tips,1,10000,6,3,2,I can make some spears with these.
29409,Sunbeam ale,1,,8,4,3,Just the thing you need for a day in the sun.
29412,Steamforge brew,1,,8,4,3,A dwarven delight from Cam Torum.
29415,Eclipse red,1,2000,1000,600,400,A full-bodied Aldarin Red that's generally considered the finest wine available.
29418,Moon-lite,1,,15,9,6,A popular spirit all across Varlamore.
29421,Sun-shine,1,,100,60,40,A highly desirable liquor.
29424,Sunfire fanatic armour set,1,,55000,33000,22000,"A set containing a Sunfire Fanatic Helm, Sunfire Fanatic Platebody and Sunfire Fanatic Platelegs."
29449,Zombie pirate key,1,250,90,54,36,The key to a zombie pirate's locker.
29455,Teleport anchoring scroll,1,5,50000,30000,20000,A formidable magic spell which prevents unwanted teleportation.
29458,Adamant seeds,1,18000,300,180,120,Magical seeds in an adamant case.
29486,Cursed amulet of magic,0,125,900,540,360,An cursed amulet of magic.
29574,Burning claw,1,8,400000,240000,160000,"An intact, lightly smouldering claw."
29577,Burning claws,1,8,800000,480000,320000,Torn from the hands of ancient demons.
29580,Tormented synapse,1,5,800000,480000,320000,Glowing hot and writhing in pain.
29599,Corrupted dark bow,1,,250000,150000,100000,A bow from an even darker dimension.
29602,Corrupted Volatile Nightmare staff,1,,250000,150000,100000,An ancient staff corrupted by darkness. A volatile orb has been added to it.
29619,Armageddon rug,1,5,25000,15000,10000,A fearsome yet stylish souvenir from Deadman: Armageddon.
29622,Armageddon teleport scroll,1,5,25000,15000,10000,A scroll which unlocks the Deadman: Armageddon home teleport animation.
29625,Armageddon weapon scroll,1,5,25000,15000,10000,"Take this to Nigel to give the Armadyl Godsword, Volatile Nightmare Staff, Dark Bow or Voidwaker a cosmetic theme from Deadman: Armageddon."
29628,Armageddon cape fabric,1,5,25000,15000,10000,"Take this to Nigel to give the imbued Saradomin, Guthix or Zamorak Cape a cosmetic theme from Deadman: Armageddon."
29631,Blighted overload (4),1,50,50,30,20,4 doses of blighted overload potion.
29634,Blighted overload (3),1,50,50,30,20,3 doses of blighted overload potion.
29637,Blighted overload (2),1,50,50,30,20,2 doses of blighted overload potion.
29640,Blighted overload (1),1,50,50,30,20,1 dose of blighted overload potion.
29643,Chitin,1,,1,1,1,A fibrous substance used to create powerful potions.
29649,Sigil of meticulousness,1,,30000,18000,12000,A power enhancing sigil not yet attuned to you.
29652,Sigil of revoked limitation,1,,30000,18000,12000,A power enhancing sigil not yet attuned to you.
29655,Sigil of the rampart,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29658,Sigil of deception,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29661,Sigil of litheness,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29664,Sigil of the adroit,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29667,Sigil of onslaught,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29670,Sigil of restoration,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29673,Sigil of the swashbuckler,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29676,Sigil of the gunslinger,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29679,Sigil of arcane swiftness,1,,10000,6000,4000,A power enhancing sigil not yet attuned to you.
29684,Guthixian temple teleport,1,,10,6,4,Teleports you to the Ancient Guthixian Temple.
29782,Spider cave teleport,1,,10,6,4,Teleports you to Morytania Spider Cave.
29784,Araxyte venom sac,1,11000,500,300,200,Looks spicy!
29796,Noxious halberd,1,8,500000,300000,200000,A venomous halberd created from the parts of an araxyte.
29801,Amulet of rancour,1,8,400000,240000,160000,"A very powerful zenyte amulet, infused with araxyte venom."
29806,Aranea boots,1,8,150000,90000,60000,Boots that are surrounded with spider folicles. Great web resistance!
29824,Extended anti-venom+(4),1,2000,444,266,177,4 doses of extended super antivenom potion.
29827,Extended anti-venom+(3),1,2000,333,199,133,3 doses of extended super antivenom potion.
29830,Extended anti-venom+(2),1,2000,222,133,88,2 doses of extended super antivenom potion.
29833,Extended anti-venom+(1),1,2000,111,66,44,1 dose of extended super antivenom potion.
29889,Glacial temotli,1,15,83000,49800,33200,It's clobbering time.
29895,Frozen tear,1,13000,500,300,200,A strange glowing tear.
29900,Varlamorian kebab,1,,3,1,1,A meaty Varlamorian kebab.
29944,Blackbird red,1,,300,180,120,A smooth and rich Aldarin Red that's said to flutter on the tongue.
29947,Chilhuac red,1,,400,240,160,A smoky and spicy Tlati Red that's known for its dark colour.
29952,Ixcoztic white,1,,100,60,40,A crisp and citrusy Aldarin White that's popular for all occasions.
29955,Metztonalli white,1,,500,300,200,A light and refreshing Aldarin White that's favoured on warm summer days.
29958,Tonameyo white,1,,600,360,240,A rich and bold Darkfrost White that's considered by some to be sacred.
29963,Chichilihui rosé,1,,100,60,40,A light and dry Tlati Rosé that's known for its floral elegance.
29966,Imperial rosé,1,,400,240,160,A complex and herby Tempestus Rosé that's famously served at the College of Bards.
29993,Aldarium,1,13000,100,60,40,A special alchemical ingredient used for creating potions.
30002,Chugging barrel (disassembled),1,5,1000,600,400,Can be assembled to consume multiple potions.
30040,Colossal wyrm teleport scroll,1,,10,6,4,A teleport to the Colossal Wyrm Remains in the Avium Savannah.
30066,Tome of Earth (empty),1,15,20000,12000,8000,An ancient tome containing the secrets of earth magic.
30068,Soiled page,1,11000,200,120,80,It's a bit dirty.
30070,Dragon hunter wand,1,8,300000,180000,120000,A wand that is uniquely attuned to draconic creatures.
30073,Hueycoatl hide coif,1,,2000,1200,800,Made from real Huey hide!
30076,Hueycoatl hide body,1,,13480,8088,5392,Made from real Huey hide!
