id,name,runelite_const,config_name,members,tradeable,ge_tradeable,stackable,noted_id,placeholder_id,value,high_alch,low_alch,ge_buy_limit,weight_g,inventory_ops,ground_ops,examine,params
31716,Lead ore,LEAD_ORE,lead_ore,1,1,1,0,31717,31718,35,21,14,,2267,Drop,Take,This needs refining.,"{""123"":1,""2382"":1}"
31717,null,Cert.LEAD_ORE,cert_lead_ore,0,1,0,0,31716,-1,1,,,,0,Drop,Take,,
31718,null,Placeholder.LEAD_ORE,placeholder_lead_ore,0,1,0,0,,31716,1,,,,0,Drop,Take,,
31719,Nickel ore,NICKEL_ORE,nickel_ore,1,1,1,0,31720,31721,400,240,160,,2267,Drop,Take,This needs refining.,"{""123"":1,""2382"":1}"
31720,null,Cert.NICKEL_ORE,cert_nickel_ore,0,1,0,0,31719,-1,1,,,,0,Drop,Take,,
31721,null,Placeholder.NICKEL_ORE,placeholder_nickel_ore,0,1,0,0,,31719,1,,,,0,Drop,Take,,
31722,Rubium splinters,RUBIUM_SPLINTERS,rubium_splinters,1,1,1,1,,31723,15,9,6,30000,0,Drop,Take,Be careful with these! They're unstable!,"{""2382"":1}"
31723,null,Placeholder.RUBIUM_SPLINTERS,placeholder_rubium_splinters,0,1,0,0,,31722,1,,,,0,Drop,Take,,
31724,Rubium geode,RUBIUM_GEODE,rubium_geode,1,0,0,0,,31725,300,,,,500,Crack-open|Drop,Take,Be careful with this! It's unstable!,"{""2382"":1}"
31725,null,Placeholder.RUBIUM_GEODE,placeholder_rubium_geode,0,1,0,0,,31724,1,,,,0,Drop,Take,,
31726,Strykewyrm bones,STRYKEWYRM_BONES,strykewyrm_bones,1,1,1,0,31727,31728,160,96,64,,1600,Bury|Drop,Take,The bones of a deadly strykewyrm.,"{""2382"":1}"
31727,null,Cert.STRYKEWYRM_BONES,cert_strykewyrm_bones,0,1,0,0,31726,-1,1,,,,0,Drop,Take,,
31728,null,Placeholder.STRYKEWYRM_BONES,placeholder_strykewyrm_bones,0,1,0,0,,31726,1,,,,0,Drop,Take,,
31729,Frost dragon bones,FROST_DRAGON_BONES,frost_dragon_bones,1,1,1,0,31730,31731,160,96,64,7500,1600,Bury|Drop,Take,They're rather cold.,"{""2382"":1}"
31730,null,Cert.FROST_DRAGON_BONES,cert_frost_dragon_bones,0,1,0,0,31729,-1,1,,,,0,Drop,Take,,
31731,null,Placeholder.FROST_DRAGON_BONES,placeholder_frost_dragon_bones,0,1,0,0,,31729,1,,,,0,Drop,Take,,
31732,Stormy key,STORMY_KEY,stormy_key,1,0,0,0,,-1,30,,,,20,Inspect|Destroy,Take,A key rewarded for completing the Tempor Tantrum. What does it open?,"{""295"":1,""2382"":1}"
31733,Barrel stand,BARREL_STAND,barrel_stand,1,0,0,0,,-1,30,,,,1,Inspect|Destroy,Take,Expertly crafted components that can be assembled into a stand. Perfect for holding a barrel of alcohol.,"{""2483"":1,""295"":1,""2382"":1}"
31734,Ralph's fabric roll,RALPHS_FABRIC_ROLL,ralphs_fabric_roll,1,0,0,0,,31735,500,,,,3000,Inspect|Destroy,Take,A roll of fabric presented by Ralph for achieving Marlin rank in the Tempor Tantrum.,"{""2483"":1,""295"":1,""2521"":32242,""2382"":1}"
31735,null,Placeholder.RALPHS_FABRIC_ROLL,placeholder_ralphs_fabric_roll,0,1,0,0,,31734,1,,,,0,Drop,Take,,
31736,Storm cruiser's hat,TEMPOR_TANTRUM_COSMETIC_HEAD,tempor_tantrum_cosmetic_head,1,0,0,0,,31737,35,,,,600,Wear|Drop,Take,The hat of a captain who loved to sail even the most stormy of seas.,"{""295"":1,""2382"":1}"
31737,null,Placeholder.TEMPOR_TANTRUM_COSMETIC_HEAD,placeholder_tempor_tantrum_cosmetic_head,0,1,0,0,,31736,1,,,,0,Drop,Take,,
31738,Storm cruiser's coat,TEMPOR_TANTRUM_COSMETIC_CHEST,tempor_tantrum_cosmetic_chest,1,0,0,0,,31739,35,,,,600,Wear|Drop,Take,The coat of a captain who loved to sail even the most stormy of seas.,"{""295"":1,""2382"":1}"
31739,null,Placeholder.TEMPOR_TANTRUM_COSMETIC_CHEST,placeholder_tempor_tantrum_cosmetic_chest,0,1,0,0,,31738,1,,,,0,Drop,Take,,
31740,Storm cruiser's trousers,TEMPOR_TANTRUM_COSMETIC_LEGS,tempor_tantrum_cosmetic_legs,1,0,0,0,,31741,35,,,,600,Wear|Drop,Take,The trousers of a captain who loved to sail even the most stormy of seas.,"{""295"":1,""2382"":1}"
31741,null,Placeholder.TEMPOR_TANTRUM_COSMETIC_LEGS,placeholder_tempor_tantrum_cosmetic_legs,0,1,0,0,,31740,1,,,,0,Drop,Take,,
31742,Storm cruiser's shoes,TEMPOR_TANTRUM_COSMETIC_FEET,tempor_tantrum_cosmetic_feet,1,0,0,0,,31743,35,,,,600,Wear|Drop,Take,The shoes of a captain who loved to sail even the most stormy of seas.,"{""295"":1,""2382"":1}"
31743,null,Placeholder.TEMPOR_TANTRUM_COSMETIC_FEET,placeholder_tempor_tantrum_cosmetic_feet,0,1,0,0,,31742,1,,,,0,Drop,Take,,
31744,Fetid key,FETID_KEY,fetid_key,1,0,0,0,,-1,30,,,,20,Inspect|Destroy,Take,A key rewarded for completing the Jubbly Jive. What does it open?,"{""295"":1,""2382"":1}"
31745,Captured wind mote,CAPTURED_WIND_MOTE,captured_wind_mote,1,0,0,0,,-1,30,,,,1,Inspect|Destroy,Take,The container emits a whirring noise as the mote feverently tries to escape.,"{""2483"":1,""295"":1,""2382"":1}"
31746,Gurtob's fabric roll,GURTOBS_FABRIC_ROLL,gurtobs_fabric_roll,1,0,0,0,,31747,500,,,,3000,Inspect|Destroy,Take,A roll of fabric presented by Gurtob for achieving Marlin rank in the Jubbly Jive.,"{""2483"":1,""295"":1,""2521"":32242,""2382"":1}"
31747,null,Placeholder.GURTOBS_FABRIC_ROLL,placeholder_gurtobs_fabric_roll,0,1,0,0,,31746,1,,,,0,Drop,Take,,
31748,Swamp cruiser's hat,JUBBLY_JIVE_COSMETIC_HEAD,jubbly_jive_cosmetic_head,1,0,0,0,,31749,35,,,,600,Wear|Drop,Take,The hat of a captain who loved to sail even the most fetid of seas.,"{""295"":1,""2382"":1}"
31749,null,Placeholder.JUBBLY_JIVE_COSMETIC_HEAD,placeholder_jubbly_jive_cosmetic_head,0,1,0,0,,31748,1,,,,0,Drop,Take,,
31750,Swamp cruiser's jacket,JUBBLY_JIVE_COSMETIC_CHEST,jubbly_jive_cosmetic_chest,1,0,0,0,,31751,35,,,,600,Wear|Drop,Take,The jacket of a captain who loved to sail even the most fetid of seas.,"{""295"":1,""2382"":1}"
31751,null,Placeholder.JUBBLY_JIVE_COSMETIC_CHEST,placeholder_jubbly_jive_cosmetic_chest,0,1,0,0,,31750,1,,,,0,Drop,Take,,
31752,Swamp cruiser's trousers,JUBBLY_JIVE_COSMETIC_LEGS,jubbly_jive_cosmetic_legs,1,0,0,0,,31753,35,,,,600,Wear|Drop,Take,The trousers of a captain who loved to sail even the most fetid of seas.,"{""295"":1,""2382"":1}"
31753,null,Placeholder.JUBBLY_JIVE_COSMETIC_LEGS,placeholder_jubbly_jive_cosmetic_legs,0,1,0,0,,31752,1,,,,0,Drop,Take,,
31754,Swamp cruiser's shoes,JUBBLY_JIVE_COSMETIC_FEET,jubbly_jive_cosmetic_feet,1,0,0,0,,31755,35,,,,600,Wear|Drop,Take,The shoes of a captain who loved to sail even the most fetid of seas.,"{""295"":1,""2382"":1}"
31755,null,Placeholder.JUBBLY_JIVE_COSMETIC_FEET,placeholder_jubbly_jive_cosmetic_feet,0,1,0,0,,31754,1,,,,0,Drop,Take,,
31756,Serrated key,SERRATED_KEY,serrated_key,1,0,0,0,,-1,30,,,,20,Inspect|Destroy,Take,A key rewarded for completing the Gwenith Glide. What does it open?,"{""295"":1,""2382"":1}"
31757,Heart of Ithell,HEART_OF_ITHELL,heart_of_ithell,1,0,0,0,,-1,30,,,,2000,Inspect|Destroy,Take,The seed of a great fallen ship owned by the Ithell Clan.,"{""2483"":1,""295"":1,""2382"":1}"
31758,Gwyna's fabric roll,GWYNAS_FABRIC_ROLL,gwynas_fabric_roll,1,0,0,0,,31759,500,,,,3000,Inspect|Destroy,Take,A roll of fabric presented by Gwyna for achieving Marlin rank in the Gwenith Glide.,"{""2483"":1,""295"":1,""2521"":32242,""2382"":1}"
31759,null,Placeholder.GWYNAS_FABRIC_ROLL,placeholder_gwynas_fabric_roll,0,1,0,0,,31758,1,,,,0,Drop,Take,,
31760,Crystal glider's hat,GWENITH_GLIDE_COSMETIC_HEAD,gwenith_glide_cosmetic_head,1,0,0,0,,31761,35,,,,600,Wear|Drop,Take,The hat of a captain who loved to sail the most graceful of seas.,"{""295"":1,""2382"":1}"
31761,null,Placeholder.GWENITH_GLIDE_COSMETIC_HEAD,placeholder_gwenith_glide_cosmetic_head,0,1,0,0,,31760,1,,,,0,Drop,Take,,
31762,Crystal glider's jacket,GWENITH_GLIDE_COSMETIC_CHEST,gwenith_glide_cosmetic_chest,1,0,0,0,,31763,35,,,,600,Wear|Drop,Take,The jacket of a captain who loved to sail the most graceful of seas.,"{""295"":1,""2382"":1}"
31763,null,Placeholder.GWENITH_GLIDE_COSMETIC_CHEST,placeholder_gwenith_glide_cosmetic_chest,0,1,0,0,,31762,1,,,,0,Drop,Take,,
31764,Crystal glider's trousers,GWENITH_GLIDE_COSMETIC_LEGS,gwenith_glide_cosmetic_legs,1,0,0,0,,31765,35,,,,600,Wear|Drop,Take,The trousers of a captain who loved to sail the most graceful of seas.,"{""295"":1,""2382"":1}"
31765,null,Placeholder.GWENITH_GLIDE_COSMETIC_LEGS,placeholder_gwenith_glide_cosmetic_legs,0,1,0,0,,31764,1,,,,0,Drop,Take,,
31766,Crystal glider's shoes,GWENITH_GLIDE_COSMETIC_FEET,gwenith_glide_cosmetic_feet,1,0,0,0,,31767,35,,,,600,Wear|Drop,Take,The shoes of a captain who loved to sail the most graceful of seas.,"{""295"":1,""2382"":1}"
31767,null,Placeholder.GWENITH_GLIDE_COSMETIC_FEET,placeholder_gwenith_glide_cosmetic_feet,0,1,0,0,,31766,1,,,,0,Drop,Take,,
31768,Sunken rum,SAILING_BT_TEMPOR_TANTRUM_RUM_SUPPLIES,sailing_bt_tempor_tantrum_rum_supplies,1,0,0,0,,31769,20,,,,500,Drop,Take,Rum shipments from the Storm Tempor.,"{""2382"":1}"
31769,null,Placeholder.SAILING_BT_TEMPOR_TANTRUM_RUM_SUPPLIES,placeholder_sailing_bt_tempor_tantrum_rum_supplies,0,1,0,0,,31768,1,,,,0,Drop,Take,,
31770,Tiny pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_500,sailing_chance_encounters_clam_pearl_500,1,1,0,0,31771,31772,500,,,,10,Drop,Take,Looks like it might be worth a bit of money.,"{""2382"":1}"
31771,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_500,cert_sailing_chance_encounters_clam_pearl_500,0,1,0,0,31770,-1,1,,,,0,Drop,Take,,
31772,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_500,placeholder_sailing_chance_encounters_clam_pearl_500,0,1,0,0,,31770,1,,,,0,Drop,Take,,
31773,Small pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_1000,sailing_chance_encounters_clam_pearl_1000,1,1,0,0,31774,31775,1000,,,,20,Drop,Take,Looks like it might be worth some money.,"{""2382"":1}"
31774,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_1000,cert_sailing_chance_encounters_clam_pearl_1000,0,1,0,0,31773,-1,1,,,,0,Drop,Take,,
31775,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_1000,placeholder_sailing_chance_encounters_clam_pearl_1000,0,1,0,0,,31773,1,,,,0,Drop,Take,,
31776,Shiny pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_5000,sailing_chance_encounters_clam_pearl_5000,1,1,0,0,31777,31778,5000,,,,50,Drop,Take,Looks like it might fetch a nice price.,"{""2382"":1}"
31777,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_5000,cert_sailing_chance_encounters_clam_pearl_5000,0,1,0,0,31776,-1,1,,,,0,Drop,Take,,
31778,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_5000,placeholder_sailing_chance_encounters_clam_pearl_5000,0,1,0,0,,31776,1,,,,0,Drop,Take,,
31779,Bright pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_10000,sailing_chance_encounters_clam_pearl_10000,1,1,0,0,31780,31781,10000,,,,100,Drop,Take,Looks like it might fetch a good price.,"{""2382"":1}"
31780,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_10000,cert_sailing_chance_encounters_clam_pearl_10000,0,1,0,0,31779,-1,1,,,,0,Drop,Take,,
31781,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_10000,placeholder_sailing_chance_encounters_clam_pearl_10000,0,1,0,0,,31779,1,,,,0,Drop,Take,,
31782,Big pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_25000,sailing_chance_encounters_clam_pearl_25000,1,1,0,0,31783,31784,25000,,,,200,Drop,Take,Looks like it would fetch a high price.,"{""2382"":1}"
31783,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_25000,cert_sailing_chance_encounters_clam_pearl_25000,0,1,0,0,31782,-1,1,,,,0,Drop,Take,,
31784,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_25000,placeholder_sailing_chance_encounters_clam_pearl_25000,0,1,0,0,,31782,1,,,,0,Drop,Take,,
31785,Huge pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_50000,sailing_chance_encounters_clam_pearl_50000,1,1,0,0,31786,31787,50000,,,,300,Drop,Take,Looks like it would fetch a very high price.,"{""2382"":1}"
31786,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_50000,cert_sailing_chance_encounters_clam_pearl_50000,0,1,0,0,31785,-1,1,,,,0,Drop,Take,,
31787,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_50000,placeholder_sailing_chance_encounters_clam_pearl_50000,0,1,0,0,,31785,1,,,,0,Drop,Take,,
31788,Enormous pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_100000,sailing_chance_encounters_clam_pearl_100000,1,1,0,0,31789,31790,100000,,,,400,Drop,Take,Looks like it would sell for a huge amount of money.,"{""2382"":1}"
31789,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_100000,cert_sailing_chance_encounters_clam_pearl_100000,0,1,0,0,31788,-1,1,,,,0,Drop,Take,,
31790,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_100000,placeholder_sailing_chance_encounters_clam_pearl_100000,0,1,0,0,,31788,1,,,,0,Drop,Take,,
31791,Shimmering pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_250000,sailing_chance_encounters_clam_pearl_250000,1,1,0,0,31792,31793,250000,,,,500,Drop,Take,Looks like it would sell for an extremely high price.,"{""2382"":1}"
31792,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_250000,cert_sailing_chance_encounters_clam_pearl_250000,0,1,0,0,31791,-1,1,,,,0,Drop,Take,,
31793,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_250000,placeholder_sailing_chance_encounters_clam_pearl_250000,0,1,0,0,,31791,1,,,,0,Drop,Take,,
31794,Glistening pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_500000,sailing_chance_encounters_clam_pearl_500000,1,1,0,0,31795,31796,500000,,,,600,Drop,Take,Looks incredibly valuable.,"{""2382"":1}"
31795,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_500000,cert_sailing_chance_encounters_clam_pearl_500000,0,1,0,0,31794,-1,1,,,,0,Drop,Take,,
31796,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_500000,placeholder_sailing_chance_encounters_clam_pearl_500000,0,1,0,0,,31794,1,,,,0,Drop,Take,,
31797,Brilliant pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_1000000,sailing_chance_encounters_clam_pearl_1000000,1,1,0,0,31798,31799,1000000,,,,700,Drop,Take,Looks ludicrously valuable.,"{""2382"":1}"
31798,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_1000000,cert_sailing_chance_encounters_clam_pearl_1000000,0,1,0,0,31797,-1,1,,,,0,Drop,Take,,
31799,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_1000000,placeholder_sailing_chance_encounters_clam_pearl_1000000,0,1,0,0,,31797,1,,,,0,Drop,Take,,
31800,Radiant pearl,SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_2500000,sailing_chance_encounters_clam_pearl_2500000,1,1,0,0,31801,31802,2500000,,,,800,Drop,Take,Looks unbelievably valuable.,
31801,null,Cert.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_2500000,cert_sailing_chance_encounters_clam_pearl_2500000,0,1,0,0,31800,-1,1,,,,0,Drop,Take,,
31802,null,Placeholder.SAILING_CHANCE_ENCOUNTERS_CLAM_PEARL_2500000,placeholder_sailing_chance_encounters_clam_pearl_2500000,0,1,0,0,,31800,1,,,,0,Drop,Take,,
31803,Spyglass,SAILING_CHARTING_SPYGLASS,sailing_charting_spyglass,1,0,0,0,,31804,50,,,,200,Look-through|Inspect|Destroy,Take,For making cows that are small and/or far away seem big and/or close up.,"{""295"":1,""2382"":1}"
31804,null,Placeholder.SAILING_CHARTING_SPYGLASS,placeholder_sailing_charting_spyglass,0,1,0,0,,31803,1,,,,0,Drop,Take,,
31805,Current duck,SAILING_CHARTING_CURRENT_DUCK,sailing_charting_current_duck,1,0,0,0,,31806,50,,,,453,Track-current|Inspect|Dismiss,Take,Used to track current flow at sea. There is simply no other way to achieve this.,"{""295"":1,""2382"":1}"
31806,null,Placeholder.SAILING_CHARTING_CURRENT_DUCK,placeholder_sailing_charting_current_duck,0,1,0,0,,31805,1,,,,0,Drop,Take,,
31807,Crowbar,SAILING_CHARTING_CROWBAR,sailing_charting_crowbar,1,0,0,0,,31808,50,,,,1500,Inspect|Destroy,Take,Not actually smelted from crow ore.,"{""295"":1,""2382"":1}"
31808,null,Placeholder.SAILING_CHARTING_CROWBAR,placeholder_sailing_charting_crowbar,0,1,0,0,,31807,1,,,,0,Drop,Take,,
31809,Portable weather station,SAILING_CHARTING_WEATHER_STATION_EMPTY,sailing_charting_weather_station_empty,1,0,0,0,,-1,50,,,,1,Take-reading|Inspect|Destroy,Take,Has all sorts of instruments for measuring different things about the weather and climate.,"{""295"":1,""59"":1,""2382"":1}"
31810,Data filled portable weather station,SAILING_CHARTING_WEATHER_STATION_FULL,sailing_charting_weather_station_full,1,0,0,0,,-1,50,,,,1,Inspect|Destroy,Take,The log book is bursting with data about the weather in the area. Return this to Meaty Aura Logist.,"{""295"":1,""59"":1,""2382"":1}"
31811,Whirlpool surprise,WHIRLPOOL_SURPRISE,whirlpool_surprise,1,0,0,0,31812,31813,300,,,,500,Drink|Destroy,Take,"Rum-dashed Ralph's specialty. It's made from rum, fresh bananas, rum, sugar cane and rum!","{""468"":44,""2382"":1}"
31812,null,Cert.WHIRLPOOL_SURPRISE,cert_whirlpool_surprise,0,1,0,0,31811,-1,1,,,,0,Drop,Take,,
31813,null,Placeholder.WHIRLPOOL_SURPRISE,placeholder_whirlpool_surprise,0,1,0,0,,31811,1,,,,0,Drop,Take,,
31814,Kraken ink stout,KRAKEN_INK_STOUT,kraken_ink_stout,1,0,0,0,31815,31816,300,,,,500,Drink|Destroy,Take,"Is it really made from...? Nevermind, I don't want to know.","{""468"":44,""2382"":1}"
31815,null,Cert.KRAKEN_INK_STOUT,cert_kraken_ink_stout,0,1,0,0,31814,-1,1,,,,0,Drop,Take,,
31816,null,Placeholder.KRAKEN_INK_STOUT,placeholder_kraken_ink_stout,0,1,0,0,,31814,1,,,,0,Drop,Take,,
31817,Perildance bitter,PERILDANCE_BITTER,perildance_bitter,1,0,0,0,31818,31819,300,,,,500,Drink|Destroy,Take,"When you're drunk, you never miss! Not that you'd remember.","{""468"":44,""2382"":1}"
31818,null,Cert.PERILDANCE_BITTER,cert_perildance_bitter,0,1,0,0,31817,-1,1,,,,0,Drop,Take,,
31819,null,Placeholder.PERILDANCE_BITTER,placeholder_perildance_bitter,0,1,0,0,,31817,1,,,,0,Drop,Take,,
31820,Trawler's trust,TRAWLERS_TRUST,trawlers_trust,1,0,0,0,31821,31822,300,,,,500,Drink|Destroy,Take,A drink sworn for by trawlers across Gielinor.,"{""468"":44,""2382"":1}"
31821,null,Cert.TRAWLERS_TRUST,cert_trawlers_trust,0,1,0,0,31820,-1,1,,,,0,Drop,Take,,
31822,null,Placeholder.TRAWLERS_TRUST,placeholder_trawlers_trust,0,1,0,0,,31820,1,,,,0,Drop,Take,,
31823,Horizon's lure,HORIZONS_LURE,horizons_lure,1,0,0,0,31824,31825,300,,,,500,Drink|Destroy,Take,For those always looking to the horizon to see what lies beyond.,"{""468"":44,""2382"":1}"
31824,null,Cert.HORIZONS_LURE,cert_horizons_lure,0,1,0,0,31823,-1,1,,,,0,Drop,Take,,
31825,null,Placeholder.HORIZONS_LURE,placeholder_horizons_lure,0,1,0,0,,31823,1,,,,0,Drop,Take,,
31826,null,DUMMY_CHARTING_SPYGLASS,dummy_charting_spyglass,0,0,0,0,,-1,1,,,,0,Drop,Take,,
31827,null,DUMMY_CHARTING_DUCK,dummy_charting_duck,0,0,0,0,,-1,1,,,,0,Drop,Take,,
31828,null,DUMMY_CHARTING_WEATHERSTATION,dummy_charting_weatherstation,0,0,0,0,,-1,1,,,,0,Drop,Take,,
31829,null,DUMMY_CHARTING_QUILL,dummy_charting_quill,0,0,0,0,,-1,1,,,,0,Drop,Take,,
31830,null,DUMMY_CHARTING_SCROLL,dummy_charting_scroll,0,0,0,0,,-1,1,,,,0,Drop,Take,,
31831,Bottle of almost smuggled rum,SAILING_CHARTING_DRINK_CRATE_SMUGGLED_RUM,sailing_charting_drink_crate_smuggled_rum,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,"So close, but clearly wasn't packed with enough banana.","{""295"":1}"
31832,Bottle of sOrodamin's bru,SAILING_CHARTING_DRINK_CRATE_SORODAMIN_BRU,sailing_charting_drink_crate_sorodamin_bru,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Some subtle defects might lead the discerning drinker to the conclusion this is a knock off product.,"{""295"":1}"
31833,Bottle of fish bladder stout,SAILING_CHARTING_DRINK_CRATE_PRYING_TIMES,sailing_charting_drink_crate_prying_times,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,"No one knows why you'd want fish bladder in your stout, but I'm sure it will be fun finding out.","{""295"":1}"
31834,Bottle of Potterington's marrow wine,SAILING_CHARTING_DRINK_CRATE_MARROW_WINE,sailing_charting_drink_crate_marrow_wine,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,There is a picture of an old woman on the bottle who looks to be older than time itself.,"{""295"":1}"
31835,Bottle of slug's mind balm,SAILING_CHARTING_DRINK_CRATE_SLUG_BALM,sailing_charting_drink_crate_slug_balm,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,The label boasts an improved formula with 30% extra slug.,"{""295"":1}"
31836,Bottle of spinner's last gasp,SAILING_CHARTING_DRINK_CRATE_SPINNERS_GASP,sailing_charting_drink_crate_spinners_gasp,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,"Despite its name, has a cork rather than a screw top.","{""295"":1}"
31837,Bottle of Barracuda brew,SAILING_CHARTING_DRINK_CRATE_BARRACUDA_BREW,sailing_charting_drink_crate_barracuda_brew,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,The bottle promises a wave of freshness when drunk.,"{""295"":1}"
31838,Bottle of banana daiquiri,SAILING_CHARTING_DRINK_CRATE_BANANA_DAIQUIRI,sailing_charting_drink_crate_banana_daiquiri,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Seems to be very heavy on the banana. 100% of your daily recommended amount.,"{""295"":1}"
31839,Bottle of Kharazi cooler,SAILING_CHARTING_DRINK_CRATE_KHARAZI_COOLER,sailing_charting_drink_crate_kharazi_cooler,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Best served chilled. Unfortunate that you found this in a tropical ocean then.,"{""295"":1}"
31840,Bottle of Dognose draught,SAILING_CHARTING_DRINK_CRATE_DOGNOSE_DRAUGHT,sailing_charting_drink_crate_dognose_draught,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,This beer has an interesting bouquet that is completely imperceptible to humans.,"{""295"":1}"
31841,Bottle of the way home,SAILING_CHARTING_DRINK_CRATE_WAY_HOME,sailing_charting_drink_crate_way_home,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,I'm tired and I want to go to bed.,"{""295"":1}"
31842,Bottle of platinum rum,SAILING_CHARTING_DRINK_CRATE_PLATINUM_RUM,sailing_charting_drink_crate_platinum_rum,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Over twice as shiny as Asgoldian ale!,"{""295"":1}"
31843,Bottle of light in the dark,SAILING_CHARTING_DRINK_CRATE_LIGHT_DARK,sailing_charting_drink_crate_light_dark,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,"Warnings on the bottle read: Flammable, inflammable, unstable, incendary, combustable, explosive. Best served in a low oxygen environment.","{""295"":1}"
31844,Bottle of ogre prayer potion,SAILING_CHARTING_DRINK_CRATE_OGRE_PRAYER,sailing_charting_drink_crate_ogre_prayer,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,"Noted ogre herbalists formulated this potion from strong beer, snake tails and rancid weeds.","{""295"":1}"
31845,Bottle of get to the point punch,SAILING_CHARTING_DRINK_CRATE_POINT_PUNCH,sailing_charting_drink_crate_point_punch,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,This drink looks like it is formulated for ogre stomachs. Perhaps just take a little sip this time.,"{""295"":1}"
31846,Bottle of Oo'glug,SAILING_CHARTING_DRINK_CRATE_OOGLUG,sailing_charting_drink_crate_ooglug,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,"The bottle is warm. It was apparently bottled in a renowned hot spring, hopefully before anyone bathed in it.","{""295"":1}"
31847,Bottle of myths mighty mixer,SAILING_CHARTING_DRINK_CRATE_MYTHS_MIXER,sailing_charting_drink_crate_myths_mixer,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Guaranteed to be more dangerous than any spirit it is paired with.,"{""295"":1}"
31848,Bottle of goldless asgoldian ale,SAILING_CHARTING_DRINK_CRATE_GOLDLESS_ALE,sailing_charting_drink_crate_goldless_ale,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Who pickpockets a drink? Do drinks have pockets? Did they wash their hands?,"{""295"":1}"
31849,Bottle of destructor's cocktail,SAILING_CHARTING_DRINK_CRATE_DESTRUCTORS_COCKTAIL,sailing_charting_drink_crate_destructors_cocktail,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,A cocktail in everyone's favourite flavour: red.,"{""295"":1}"
31850,Bottle of zogre's sloppy kisses,SAILING_CHARTING_DRINK_CRATE_ZOGRES_KISS,sailing_charting_drink_crate_zogres_kiss,1,0,0,0,,-1,50,,,,3,Drink|Destroy,Take,Years of painstaking market research confirmed what we all knew to be true: this is the worst name for a drink.,"{""295"":1}"
