group_class,child_const,group_id,child_id,packed_id,packed_hex
SotnNumbers,CONTENT_TEXT0,812,5,53215237,0x032c0005
SotnNumbers,HINT,812,6,53215238,0x032c0006
SotnMap,UNIVERSE,813,0,53280768,0x032d0000
SotnMap,CONTENT,813,1,53280769,0x032d0001
SotnMap,MAP,813,2,53280770,0x032d0002
SotnMap,CLOSE,813,3,53280771,0x032d0003
SotnMap,GHORROCK,813,4,53280772,0x032d0004
SotnMap,ANNAKARL,813,5,53280773,0x032d0005
SotnMap,CARRALLANGER,813,6,53280774,0x032d0006
SotnMap,DAREEYAK,813,7,53280775,0x032d0007
SotnMap,LASSAR,813,8,53280776,0x032d0008
SotnMap,KHARYRLL,813,9,53280777,0x032d0009
SotnMap,SENNTISTEN,813,10,53280778,0x032d000a
SotnMap,PADDEWWA,813,11,53280779,0x032d000b
SotnMap,KHARID_ET,813,12,53280780,0x032d000c
SotnMap,HINT,813,13,53280781,0x032d000d
SotnCipher,UNIVERSE,814,0,53346304,0x032e0000
SotnCipher,MAIN,814,1,53346305,0x032e0001
SotnCipher,MAIN_MODEL0,814,2,53346306,0x032e0002
SotnCipher,CLOSE,814,3,53346307,0x032e0003
SotnCipher,CONTENT,814,4,53346308,0x032e0004
SotnCipher,_1,814,5,53346309,0x032e0005
SotnCipher,_1_LINE0,814,6,53346310,0x032e0006
SotnCipher,_1_LINE1,814,7,53346311,0x032e0007
SotnCipher,_1_LINE2,814,8,53346312,0x032e0008
SotnCipher,_1_LINE3,814,9,53346313,0x032e0009
SotnCipher,A,814,10,53346314,0x032e000a
SotnCipher,L,814,11,53346315,0x032e000b
SotnCipher,F,814,12,53346316,0x032e000c
SotnCipher,N,814,13,53346317,0x032e000d
SotnCipher,_2,814,14,53346318,0x032e000e
SotnCipher,_2_LINE0,814,15,53346319,0x032e000f
SotnCipher,_2_LINE1,814,16,53346320,0x032e0010
SotnCipher,_2_LINE2,814,17,53346321,0x032e0011
SotnCipher,_2_LINE3,814,18,53346322,0x032e0012
SotnCipher,O,814,19,53346323,0x032e0013
SotnCipher,T,814,20,53346324,0x032e0014
SotnCipher,Q,814,21,53346325,0x032e0015
SotnCipher,E,814,22,53346326,0x032e0016
SotnCipher,_3,814,23,53346327,0x032e0017
SotnCipher,_3_LINE0,814,24,53346328,0x032e0018
SotnCipher,_3_LINE1,814,25,53346329,0x032e0019
SotnCipher,_3_LINE2,814,26,53346330,0x032e001a
SotnCipher,_3_LINE3,814,27,53346331,0x032e001b
SotnCipher,_3_RECT4,814,28,53346332,0x032e001c
SotnCipher,_3_RECT5,814,29,53346333,0x032e001d
SotnCipher,_3_RECT6,814,30,53346334,0x032e001e
SotnCipher,_3_RECT7,814,31,53346335,0x032e001f
SotnCipher,_3_RECT8,814,32,53346336,0x032e0020
SotnCipher,_3_RECT9,814,33,53346337,0x032e0021
SotnCipher,_3_RECT10,814,34,53346338,0x032e0022
SotnCipher,_3_RECT11,814,35,53346339,0x032e0023
SotnCipher,U,814,36,53346340,0x032e0024
SotnCipher,R,814,37,53346341,0x032e0025
SotnCipher,B,814,38,53346342,0x032e0026
SotnCipher,W,814,39,53346343,0x032e0027
SotnCipher,_4,814,40,53346344,0x032e0028
SotnCipher,_4_LINE0,814,41,53346345,0x032e0029
SotnCipher,_4_LINE1,814,42,53346346,0x032e002a
SotnCipher,_4_LINE2,814,43,53346347,0x032e002b
SotnCipher,_4_LINE3,814,44,53346348,0x032e002c
SotnCipher,_4_RECT4,814,45,53346349,0x032e002d
SotnCipher,_4_RECT5,814,46,53346350,0x032e002e
SotnCipher,_4_RECT6,814,47,53346351,0x032e002f
SotnCipher,_4_RECT7,814,48,53346352,0x032e0030
SotnCipher,_4_RECT8,814,49,53346353,0x032e0031
SotnCipher,_4_RECT9,814,50,53346354,0x032e0032
SotnCipher,_4_RECT10,814,51,53346355,0x032e0033
SotnCipher,_4_RECT11,814,52,53346356,0x032e0034
SotnCipher,K,814,53,53346357,0x032e0035
SotnCipher,D,814,54,53346358,0x032e0036
SotnCipher,I,814,55,53346359,0x032e0037
SotnCipher,Y,814,56,53346360,0x032e0038
SotnCipher,HINT,814,57,53346361,0x032e0039
SotnCrest,UNIVERSE,815,0,53411840,0x032f0000
SotnCrest,MAIN,815,1,53411841,0x032f0001
SotnCrest,MAIN_MODEL0,815,2,53411842,0x032f0002
SotnCrest,CLOSE,815,3,53411843,0x032f0003
SotnList,UNIVERSE,816,0,53477376,0x03300000
SotnList,MAIN,816,1,53477377,0x03300001
SotnList,MAIN_MODEL0,816,2,53477378,0x03300002
SotnList,CLOSE,816,3,53477379,0x03300003
SotnList,CONTENT,816,4,53477380,0x03300004
SotnList,_1,816,5,53477381,0x03300005
SotnList,_1_GRAPHIC0,816,6,53477382,0x03300006
SotnList,_1_TEXT1,816,7,53477383,0x03300007
SotnList,_2,816,8,53477384,0x03300008
SotnList,_2_GRAPHIC0,816,9,53477385,0x03300009
SotnList,_2_TEXT1,816,10,53477386,0x0330000a
SotnList,_3,816,11,53477387,0x0330000b
SotnList,_3_GRAPHIC0,816,12,53477388,0x0330000c
SotnList,_3_TEXT1,816,13,53477389,0x0330000d
SotnList,_4,816,14,53477390,0x0330000e
SotnList,_4_GRAPHIC0,816,15,53477391,0x0330000f
SotnList,_4_TEXT1,816,16,53477392,0x03300010
SotnList,_5,816,17,53477393,0x03300011
SotnList,_5_GRAPHIC0,816,18,53477394,0x03300012
SotnList,_5_TEXT1,816,19,53477395,0x03300013
SotnList,_6,816,20,53477396,0x03300014
SotnList,_6_GRAPHIC0,816,21,53477397,0x03300015
SotnList,_6_TEXT1,816,22,53477398,0x03300016
SotnList,_7,816,23,53477399,0x03300017
SotnList,_7_GRAPHIC0,816,24,53477400,0x03300018
SotnList,_7_TEXT1,816,25,53477401,0x03300019
SotnList,_8,816,26,53477402,0x0330001a
SotnList,_8_GRAPHIC0,816,27,53477403,0x0330001b
SotnList,_8_TEXT1,816,28,53477404,0x0330001c
SotnList,_9,816,29,53477405,0x0330001d
SotnList,_9_GRAPHIC0,816,30,53477406,0x0330001e
SotnList,_9_TEXT1,816,31,53477407,0x0330001f
SotnList,_10,816,32,53477408,0x03300020
SotnList,_10_GRAPHIC0,816,33,53477409,0x03300021
SotnList,_10_TEXT1,816,34,53477410,0x03300022
SotnList,_11,816,35,53477411,0x03300023
SotnList,_11_GRAPHIC0,816,36,53477412,0x03300024
SotnList,_11_TEXT1,816,37,53477413,0x03300025
SotnList,_12,816,38,53477414,0x03300026
SotnList,_12_GRAPHIC0,816,39,53477415,0x03300027
SotnList,_12_TEXT1,816,40,53477416,0x03300028
SotnList,HINT,816,41,53477417,0x03300029
MuspahScoreboard,UNIVERSE,817,0,53542912,0x03310000
MuspahScoreboard,BACKGROUND,817,1,53542913,0x03310001
MuspahScoreboard,CLOSE,817,2,53542914,0x03310002
MuspahScoreboard,CLOSE_ICON,817,3,53542915,0x03310003
MuspahScoreboard,CONTENT,817,4,53542916,0x03310004
MuspahScoreboard,TITLE,817,5,53542917,0x03310005
MuspahScoreboard,TITLE_TEXT,817,6,53542918,0x03310006
MuspahScoreboard,STATS,817,7,53542919,0x03310007
MuspahScoreboard,PKC,817,8,53542920,0x03310008
MuspahScoreboard,PKC_CONTENT,817,9,53542921,0x03310009
MuspahScoreboard,PD,817,10,53542922,0x0331000a
MuspahScoreboard,PD_CONTENT,817,11,53542923,0x0331000b
MuspahScoreboard,PBT,817,12,53542924,0x0331000c
MuspahScoreboard,PBT_CONTENT,817,13,53542925,0x0331000d
MuspahScoreboard,GKC,817,14,53542926,0x0331000e
MuspahScoreboard,GKC_CONTENT,817,15,53542927,0x0331000f
MuspahScoreboard,GD,817,16,53542928,0x03310010
MuspahScoreboard,GD_CONTENT,817,17,53542929,0x03310011
MuspahScoreboard,GBT,817,18,53542930,0x03310012
MuspahScoreboard,GBT_CONTENT,817,19,53542931,0x03310013
MuspahOverlay,UNIVERSE,818,0,53608448,0x03320000
MuspahOverlay,CONTENTS,818,1,53608449,0x03320001
MuspahOverlay,TINT_BOX,818,2,53608450,0x03320002
MuspahOverlay,DARKNESS,818,3,53608451,0x03320003
MuspahOverlay,FADER,818,4,53608452,0x03320004
OmnishopMain,INFINITY,819,0,53673984,0x03330000
OmnishopMain,UNIVERSE,819,1,53673985,0x03330001
OmnishopMain,TRIGGERS,819,2,53673986,0x03330002
OmnishopMain,TRIGGER_EXAMINE,819,3,53673987,0x03330003
OmnishopMain,TRIGGER_BUY,819,4,53673988,0x03330004
OmnishopMain,TRIGGER_REQUEST_INFO,819,5,53673989,0x03330005
OmnishopMain,DROPDOWN_CONTAINER,819,6,53673990,0x03330006
OmnishopMain,FRAME,819,7,53673991,0x03330007
OmnishopMain,CONTENT,819,8,53673992,0x03330008
OmnishopMain,R_COL,819,9,53673993,0x03330009
OmnishopMain,CONTROL_LAYER,819,10,53673994,0x0333000a
OmnishopMain,VIEW_TOGGLE_LAYER,819,11,53673995,0x0333000b
OmnishopMain,HELP_BUTTON_LAYER,819,12,53673996,0x0333000c
OmnishopMain,FILTER_LAYER,819,13,53673997,0x0333000d
OmnishopMain,POINTS_LAYER_1,819,14,53673998,0x0333000e
OmnishopMain,LIST_LAYER,819,15,53673999,0x0333000f
OmnishopMain,LIST_LAYER_RECT0,819,16,53674000,0x03330010
OmnishopMain,POINTS_LAYER_RECT0,819,17,53674001,0x03330011
OmnishopMain,R_COL_BACK,819,18,53674002,0x03330012
OmnishopMain,R_COL_CONTENT,819,19,53674003,0x03330013
OmnishopMain,R_COL_BORDER,819,20,53674004,0x03330014
OmnishopMain,INFO_LAYER,819,21,53674005,0x03330015
OmnishopMain,POINTS_LAYER,819,22,53674006,0x03330016
OmnishopMain,BUTTONS_INFO,819,23,53674007,0x03330017
OmnishopMain,BUTTON_INFO_HOLDER,819,24,53674008,0x03330018
OmnishopMain,NOTE_BUTTON_LAYER,819,25,53674009,0x03330019
OmnishopMain,BUTTON_1,819,26,53674010,0x0333001a
OmnishopMain,BUTTON_2,819,27,53674011,0x0333001b
OmnishopMain,BUTTON_3,819,28,53674012,0x0333001c
OmnishopMain,BUTTON_4,819,29,53674013,0x0333001d
OmnishopMain,INFO_LAYER_RECT0,819,30,53674014,0x0333001e
OmnishopMain,POINTS_BORDER,819,31,53674015,0x0333001f
OmnishopMain,POINTS_TITLE,819,32,53674016,0x03330020
OmnishopMain,POINTS_VALUE,819,33,53674017,0x03330021
OmnishopMain,INFO_BORDER,819,34,53674018,0x03330022
OmnishopMain,INFO,819,35,53674019,0x03330023
OmnishopMain,INFO_SCROLLER,819,36,53674020,0x03330024
OmnishopMain,LIST_BORDER,819,37,53674021,0x03330025
OmnishopMain,LIST,819,38,53674022,0x03330026
OmnishopMain,LIST_SCROLLER,819,39,53674023,0x03330027
OmnishopMain,DROPDOWN,819,40,53674024,0x03330028
OmnishopMain,DROPDOWN_CONTENT,819,41,53674025,0x03330029
OmnishopMain,DROPDOWN_SCROLLER,819,42,53674026,0x0333002a
OmnishopMain,POINTS_LAYER_1_RECT0,819,43,53674027,0x0333002b
OmnishopMain,POINTS_BORDER_1,819,44,53674028,0x0333002c
OmnishopMain,POINTS_TITLE_1,819,45,53674029,0x0333002d
OmnishopMain,POINTS_VALUE_1,819,46,53674030,0x0333002e
WorldswitcherFilter,UNIVERSE,820,0,53739520,0x03340000
WorldswitcherFilter,CLAMP,820,1,53739521,0x03340001
WorldswitcherFilter,FADER,820,2,53739522,0x03340002
WorldswitcherFilter,WINDOW,820,3,53739523,0x03340003
WorldswitcherFilter,FRAME,820,4,53739524,0x03340004
WorldswitcherFilter,CONTAINER,820,5,53739525,0x03340005
WorldswitcherFilter,CONTAINER_GRAPHIC0,820,6,53739526,0x03340006
WorldswitcherFilter,OPTIONS,820,7,53739527,0x03340007
WorldswitcherFilter,SCROLLBAR,820,8,53739528,0x03340008
WorldswitcherFilter,CLEAR,820,9,53739529,0x03340009
WorldswitcherFilter,CLOSE,820,10,53739530,0x0334000a
WorldswitcherOptions,INFINITE,821,0,53805056,0x03350000
WorldswitcherOptions,UNIVERSE,821,1,53805057,0x03350001
WorldswitcherOptions,FRAME,821,2,53805058,0x03350002
WorldswitcherOptions,TOP,821,3,53805059,0x03350003
WorldswitcherOptions,FILTER_MEMBER,821,4,53805060,0x03350004
WorldswitcherOptions,FILTER_COUNTRY,821,5,53805061,0x03350005
WorldswitcherOptions,FILTER_THEME,821,6,53805062,0x03350006
WorldswitcherOptions,SEARCH,821,7,53805063,0x03350007
WorldswitcherOptions,RESET,821,8,53805064,0x03350008
WorldswitcherOptions,MIDDLE,821,9,53805065,0x03350009
WorldswitcherOptions,MIDDLE_GRAPHIC0,821,10,53805066,0x0335000a
WorldswitcherOptions,LIST,821,11,53805067,0x0335000b
WorldswitcherOptions,SORTAREA,821,12,53805068,0x0335000c
WorldswitcherOptions,SORTAREA_RECT0,821,13,53805069,0x0335000d
WorldswitcherOptions,SORT_MEMBER,821,14,53805070,0x0335000e
WorldswitcherOptions,SORT_NUMBER,821,15,53805071,0x0335000f
WorldswitcherOptions,SORT_COUNTRY,821,16,53805072,0x03350010
WorldswitcherOptions,SORT_PLAYERS,821,17,53805073,0x03350011
WorldswitcherOptions,SORT_THEME,821,18,53805074,0x03350012
WorldswitcherOptions,SCROLLAREA,821,19,53805075,0x03350013
WorldswitcherOptions,BUTTONS,821,20,53805076,0x03350014
WorldswitcherOptions,INFO,821,21,53805077,0x03350015
WorldswitcherOptions,SCROLLBAR,821,22,53805078,0x03350016
WorldswitcherOptions,BOTTOM,821,23,53805079,0x03350017
WorldswitcherOptions,NOFAVOURITES,821,24,53805080,0x03350018
WorldswitcherOptions,FAVOURITE_1,821,25,53805081,0x03350019
WorldswitcherOptions,FAVOURITE_2,821,26,53805082,0x0335001a
WorldswitcherOptions,POPUP,821,27,53805083,0x0335001b
ForestryKitSide,ITEMS,822,0,53870592,0x03360000
ForestryKitMain,INFINITY,823,0,53936128,0x03370000
ForestryKitMain,UNIVERSE,823,1,53936129,0x03370001
ForestryKitMain,FRAME,823,2,53936130,0x03370002
ForestryKitMain,CONTENT,823,3,53936131,0x03370003
ForestryKitMain,LIST_LAYER,823,4,53936132,0x03370004
ForestryKitMain,LIST_LAYER_RECT0,823,5,53936133,0x03370005
ForestryKitMain,INFO_LAYER,823,6,53936134,0x03370006
ForestryKitMain,INFO_LAYER_RECT0,823,7,53936135,0x03370007
ForestryKitMain,BUTTONS_LIST,823,8,53936136,0x03370008
ForestryKitMain,BUTTONS_INFO,823,9,53936137,0x03370009
ForestryKitMain,WITHDRAW_TEXT,823,10,53936138,0x0337000a
ForestryKitMain,_1,823,11,53936139,0x0337000b
ForestryKitMain,_5,823,12,53936140,0x0337000c
ForestryKitMain,X,823,13,53936141,0x0337000d
ForestryKitMain,ALL,823,14,53936142,0x0337000e
ForestryKitMain,FILL,823,15,53936143,0x0337000f
ForestryKitMain,EMPTY,823,16,53936144,0x03370010
ForestryKitMain,INFO_BORDER,823,17,53936145,0x03370011
ForestryKitMain,INFO,823,18,53936146,0x03370012
ForestryKitMain,INFO_SCROLLER,823,19,53936147,0x03370013
ForestryKitMain,LIST_BORDER,823,20,53936148,0x03370014
ForestryKitMain,LIST,823,21,53936149,0x03370015
ForestryKitMain,LIST_SCROLLER,823,22,53936150,0x03370016
Page,CONTENT_MODEL0,824,0,54001664,0x03380000
Page,UNIVERSE,824,1,54001665,0x03380001
Page,CONTENT,824,2,54001666,0x03380002
Page,CLOSE,824,3,54001667,0x03380003
Page,TEXT,824,4,54001668,0x03380004
Page,LINE1,824,5,54001669,0x03380005
Page,LINE2,824,6,54001670,0x03380006
Page,LINE3,824,7,54001671,0x03380007
Page,LINE4,824,8,54001672,0x03380008
Page,LINE5,824,9,54001673,0x03380009
Page,LINE6,824,10,54001674,0x0338000a
Page,LINE7,824,11,54001675,0x0338000b
Page,LINE8,824,12,54001676,0x0338000c
Page,LINE9,824,13,54001677,0x0338000d
Page,LINE10,824,14,54001678,0x0338000e
Page,LINE11,824,15,54001679,0x0338000f
Page,LINE12,824,16,54001680,0x03380010
Page,LINE13,824,17,54001681,0x03380011
IfFullscreenTemplate,LAYER_1,825,0,54067200,0x03390000
MorseCodeConverter,UNIVERSE,826,0,54132736,0x033a0000
MorseCodeConverter,MAIN,826,1,54132737,0x033a0001
MorseCodeConverter,MAIN_MODEL0,826,2,54132738,0x033a0002
MorseCodeConverter,CLOSE,826,3,54132739,0x033a0003
MorseCodeConverter,CONTENT,826,4,54132740,0x033a0004
MorseCodeConverter,Z,826,5,54132741,0x033a0005
MorseCodeConverter,Y,826,6,54132742,0x033a0006
MorseCodeConverter,X,826,7,54132743,0x033a0007
MorseCodeConverter,W,826,8,54132744,0x033a0008
MorseCodeConverter,V,826,9,54132745,0x033a0009
MorseCodeConverter,U,826,10,54132746,0x033a000a
MorseCodeConverter,T,826,11,54132747,0x033a000b
MorseCodeConverter,S,826,12,54132748,0x033a000c
MorseCodeConverter,R,826,13,54132749,0x033a000d
MorseCodeConverter,Q,826,14,54132750,0x033a000e
MorseCodeConverter,P,826,15,54132751,0x033a000f
MorseCodeConverter,O,826,16,54132752,0x033a0010
MorseCodeConverter,N,826,17,54132753,0x033a0011
MorseCodeConverter,M,826,18,54132754,0x033a0012
MorseCodeConverter,L,826,19,54132755,0x033a0013
MorseCodeConverter,K,826,20,54132756,0x033a0014
MorseCodeConverter,J,826,21,54132757,0x033a0015
MorseCodeConverter,I,826,22,54132758,0x033a0016
MorseCodeConverter,H,826,23,54132759,0x033a0017
MorseCodeConverter,G,826,24,54132760,0x033a0018
MorseCodeConverter,F,826,25,54132761,0x033a0019
MorseCodeConverter,E,826,26,54132762,0x033a001a
MorseCodeConverter,D,826,27,54132763,0x033a001b
MorseCodeConverter,C,826,28,54132764,0x033a001c
MorseCodeConverter,B,826,29,54132765,0x033a001d
MorseCodeConverter,A,826,30,54132766,0x033a001e
MorseCodeConverter,A_GRAPHIC0,826,31,54132767,0x033a001f
MorseCodeConverter,A_TEXT1,826,32,54132768,0x033a0020
MorseCodeConverter,B_GRAPHIC0,826,33,54132769,0x033a0021
MorseCodeConverter,B_TEXT1,826,34,54132770,0x033a0022
MorseCodeConverter,C_GRAPHIC0,826,35,54132771,0x033a0023
MorseCodeConverter,C_TEXT1,826,36,54132772,0x033a0024
MorseCodeConverter,D_GRAPHIC0,826,37,54132773,0x033a0025
MorseCodeConverter,D_TEXT1,826,38,54132774,0x033a0026
MorseCodeConverter,E_GRAPHIC0,826,39,54132775,0x033a0027
MorseCodeConverter,E_TEXT1,826,40,54132776,0x033a0028
MorseCodeConverter,F_GRAPHIC0,826,41,54132777,0x033a0029
MorseCodeConverter,F_TEXT1,826,42,54132778,0x033a002a
MorseCodeConverter,G_GRAPHIC0,826,43,54132779,0x033a002b
MorseCodeConverter,G_TEXT1,826,44,54132780,0x033a002c
MorseCodeConverter,H_GRAPHIC0,826,45,54132781,0x033a002d
MorseCodeConverter,H_TEXT1,826,46,54132782,0x033a002e
MorseCodeConverter,I_GRAPHIC0,826,47,54132783,0x033a002f
MorseCodeConverter,I_TEXT1,826,48,54132784,0x033a0030
MorseCodeConverter,J_GRAPHIC0,826,49,54132785,0x033a0031
MorseCodeConverter,J_TEXT1,826,50,54132786,0x033a0032
MorseCodeConverter,K_GRAPHIC0,826,51,54132787,0x033a0033
MorseCodeConverter,K_TEXT1,826,52,54132788,0x033a0034
MorseCodeConverter,L_GRAPHIC0,826,53,54132789,0x033a0035
MorseCodeConverter,L_TEXT1,826,54,54132790,0x033a0036
MorseCodeConverter,M_GRAPHIC0,826,55,54132791,0x033a0037
MorseCodeConverter,M_TEXT1,826,56,54132792,0x033a0038
MorseCodeConverter,N_GRAPHIC0,826,57,54132793,0x033a0039
MorseCodeConverter,N_TEXT1,826,58,54132794,0x033a003a
MorseCodeConverter,O_GRAPHIC0,826,59,54132795,0x033a003b
MorseCodeConverter,O_TEXT1,826,60,54132796,0x033a003c
MorseCodeConverter,P_GRAPHIC0,826,61,54132797,0x033a003d
MorseCodeConverter,P_TEXT1,826,62,54132798,0x033a003e
MorseCodeConverter,Q_GRAPHIC0,826,63,54132799,0x033a003f
MorseCodeConverter,Q_TEXT1,826,64,54132800,0x033a0040
MorseCodeConverter,R_GRAPHIC0,826,65,54132801,0x033a0041
MorseCodeConverter,R_TEXT1,826,66,54132802,0x033a0042
MorseCodeConverter,S_GRAPHIC0,826,67,54132803,0x033a0043
MorseCodeConverter,S_TEXT1,826,68,54132804,0x033a0044
MorseCodeConverter,T_GRAPHIC0,826,69,54132805,0x033a0045
MorseCodeConverter,T_TEXT1,826,70,54132806,0x033a0046
MorseCodeConverter,U_GRAPHIC0,826,71,54132807,0x033a0047
MorseCodeConverter,U_TEXT1,826,72,54132808,0x033a0048
MorseCodeConverter,V_GRAPHIC0,826,73,54132809,0x033a0049
MorseCodeConverter,V_TEXT1,826,74,54132810,0x033a004a
MorseCodeConverter,W_GRAPHIC0,826,75,54132811,0x033a004b
MorseCodeConverter,W_TEXT1,826,76,54132812,0x033a004c
MorseCodeConverter,X_GRAPHIC0,826,77,54132813,0x033a004d
MorseCodeConverter,X_TEXT1,826,78,54132814,0x033a004e
MorseCodeConverter,Y_GRAPHIC0,826,79,54132815,0x033a004f
MorseCodeConverter,Y_TEXT1,826,80,54132816,0x033a0050
MorseCodeConverter,Z_GRAPHIC0,826,81,54132817,0x033a0051
MorseCodeConverter,Z_TEXT1,826,82,54132818,0x033a0052
SlidingCipher,UNIVERSE,827,0,54198272,0x033b0000
SlidingCipher,CONTENTS,827,1,54198273,0x033b0001
SlidingCipher,FRAME,827,2,54198274,0x033b0002
SlidingCipher,MAIN,827,3,54198275,0x033b0003
SlidingCipher,BUTTONS,827,4,54198276,0x033b0004
SlidingCipher,LEFT_BUTTON_OUTER,827,5,54198277,0x033b0005
SlidingCipher,LEFT_BUTTON,827,6,54198278,0x033b0006
SlidingCipher,RIGHT_BUTTON_OUTER,827,7,54198279,0x033b0007
SlidingCipher,RIGHT_BUTTON,827,8,54198280,0x033b0008
SlidingCipher,SLIDER,827,9,54198281,0x033b0009
SlidingCipher,CLOSE_BUTTON,827,10,54198282,0x033b000a
DukeSucellusScoreboard,UNIVERSE,828,0,54263808,0x033c0000
DukeSucellusScoreboard,BACKGROUND,828,1,54263809,0x033c0001
DukeSucellusScoreboard,CLOSE,828,2,54263810,0x033c0002
DukeSucellusScoreboard,CLOSE_ICON,828,3,54263811,0x033c0003
DukeSucellusScoreboard,CONTENT,828,4,54263812,0x033c0004
DukeSucellusScoreboard,TITLE,828,5,54263813,0x033c0005
DukeSucellusScoreboard,TITLE_TEXT,828,6,54263814,0x033c0006
DukeSucellusScoreboard,STATS,828,7,54263815,0x033c0007
DukeSucellusScoreboard,PKC,828,8,54263816,0x033c0008
DukeSucellusScoreboard,PKC_CONTENT,828,9,54263817,0x033c0009
DukeSucellusScoreboard,PD,828,10,54263818,0x033c000a
DukeSucellusScoreboard,PD_CONTENT,828,11,54263819,0x033c000b
DukeSucellusScoreboard,PBT,828,12,54263820,0x033c000c
DukeSucellusScoreboard,PBT_CONTENT,828,13,54263821,0x033c000d
DukeSucellusScoreboard,GKC,828,14,54263822,0x033c000e
DukeSucellusScoreboard,GKC_CONTENT,828,15,54263823,0x033c000f
DukeSucellusScoreboard,GD,828,16,54263824,0x033c0010
DukeSucellusScoreboard,GD_CONTENT,828,17,54263825,0x033c0011
DukeSucellusScoreboard,GBT,828,18,54263826,0x033c0012
DukeSucellusScoreboard,GBT_CONTENT,828,19,54263827,0x033c0013
DukeSight,UNIVERSE,829,0,54329344,0x033d0000
DukeSight,UNIVERSE_RECT0,829,1,54329345,0x033d0001
DukeSight,DUKE_EYE_MODEL,829,2,54329346,0x033d0002
WhispererScoreboard,UNIVERSE,830,0,54394880,0x033e0000
WhispererScoreboard,BACKGROUND,830,1,54394881,0x033e0001
WhispererScoreboard,CLOSE,830,2,54394882,0x033e0002
WhispererScoreboard,CLOSE_ICON,830,3,54394883,0x033e0003
WhispererScoreboard,CONTENT,830,4,54394884,0x033e0004
WhispererScoreboard,TITLE,830,5,54394885,0x033e0005
WhispererScoreboard,TITLE_TEXT,830,6,54394886,0x033e0006
WhispererScoreboard,STATS,830,7,54394887,0x033e0007
WhispererScoreboard,PKC,830,8,54394888,0x033e0008
WhispererScoreboard,PKC_CONTENT,830,9,54394889,0x033e0009
WhispererScoreboard,PD,830,10,54394890,0x033e000a
WhispererScoreboard,PD_CONTENT,830,11,54394891,0x033e000b
WhispererScoreboard,PBT,830,12,54394892,0x033e000c
WhispererScoreboard,PBT_CONTENT,830,13,54394893,0x033e000d
WhispererScoreboard,GKC,830,14,54394894,0x033e000e
WhispererScoreboard,GKC_CONTENT,830,15,54394895,0x033e000f
WhispererScoreboard,GD,830,16,54394896,0x033e0010
WhispererScoreboard,GD_CONTENT,830,17,54394897,0x033e0011
WhispererScoreboard,GBT,830,18,54394898,0x033e0012
WhispererScoreboard,GBT_CONTENT,830,19,54394899,0x033e0013
LeviathanScoreboard,UNIVERSE,831,0,54460416,0x033f0000
LeviathanScoreboard,BACKGROUND,831,1,54460417,0x033f0001
LeviathanScoreboard,CLOSE,831,2,54460418,0x033f0002
LeviathanScoreboard,CLOSE_ICON,831,3,54460419,0x033f0003
LeviathanScoreboard,CONTENT,831,4,54460420,0x033f0004
LeviathanScoreboard,TITLE,831,5,54460421,0x033f0005
LeviathanScoreboard,TITLE_TEXT,831,6,54460422,0x033f0006
LeviathanScoreboard,STATS,831,7,54460423,0x033f0007
LeviathanScoreboard,PKC,831,8,54460424,0x033f0008
LeviathanScoreboard,PKC_CONTENT,831,9,54460425,0x033f0009
LeviathanScoreboard,PD,831,10,54460426,0x033f000a
LeviathanScoreboard,PD_CONTENT,831,11,54460427,0x033f000b
LeviathanScoreboard,PBT,831,12,54460428,0x033f000c
LeviathanScoreboard,PBT_CONTENT,831,13,54460429,0x033f000d
LeviathanScoreboard,GKC,831,14,54460430,0x033f000e
LeviathanScoreboard,GKC_CONTENT,831,15,54460431,0x033f000f
LeviathanScoreboard,GD,831,16,54460432,0x033f0010
LeviathanScoreboard,GD_CONTENT,831,17,54460433,0x033f0011
LeviathanScoreboard,GBT,831,18,54460434,0x033f0012
LeviathanScoreboard,GBT_CONTENT,831,19,54460435,0x033f0013
VardorvisScoreboard,UNIVERSE,832,0,54525952,0x03400000
VardorvisScoreboard,BACKGROUND,832,1,54525953,0x03400001
VardorvisScoreboard,CLOSE,832,2,54525954,0x03400002
VardorvisScoreboard,CLOSE_ICON,832,3,54525955,0x03400003
VardorvisScoreboard,CONTENT,832,4,54525956,0x03400004
VardorvisScoreboard,TITLE,832,5,54525957,0x03400005
VardorvisScoreboard,TITLE_TEXT,832,6,54525958,0x03400006
VardorvisScoreboard,STATS,832,7,54525959,0x03400007
VardorvisScoreboard,PKC,832,8,54525960,0x03400008
VardorvisScoreboard,PKC_CONTENT,832,9,54525961,0x03400009
VardorvisScoreboard,PD,832,10,54525962,0x0340000a
VardorvisScoreboard,PD_CONTENT,832,11,54525963,0x0340000b
VardorvisScoreboard,PBT,832,12,54525964,0x0340000c
VardorvisScoreboard,PBT_CONTENT,832,13,54525965,0x0340000d
VardorvisScoreboard,GKC,832,14,54525966,0x0340000e
VardorvisScoreboard,GKC_CONTENT,832,15,54525967,0x0340000f
VardorvisScoreboard,GD,832,16,54525968,0x03400010
VardorvisScoreboard,GD_CONTENT,832,17,54525969,0x03400011
VardorvisScoreboard,GBT,832,18,54525970,0x03400012
VardorvisScoreboard,GBT_CONTENT,832,19,54525971,0x03400013
VardorvisQte,UNIVERSE,833,0,54591488,0x03410000
VardorvisQte,NOCLICK,833,1,54591489,0x03410001
