id,name,runelite_const,config_name,size_x,size_y,ops,blocks_projectile,obstructs_ground,wall_or_door,varbit_id,varp_id,multi_children,category,map_scene_id
61172,Tray,AREA_SANGUINE_GHETTO_TRAY1,area_sanguine_ghetto_tray1,1,1,,1,0,1,,,,0,
61173,Tray,AREA_SANGUINE_GHETTO_TRAY2,area_sanguine_ghetto_tray2,1,1,,1,0,1,,,,0,
61174,null,MYQ6_HIDEOUT_SHRINE,myq6_hideout_shrine,1,1,,1,0,1,15464,,"[61179,61179,61179,61178,61177,61177,61177,61177,61177,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61178,61179,61178]",0,
61175,null,MYQ6_PUB_SHRINE,myq6_pub_shrine,1,1,,1,0,1,15464,,"[9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,9606,61176,9606]",0,
61176,Shrine,MYQ6_PUB_SHRINE_VIS,myq6_pub_shrine_vis,1,1,,1,0,1,,,,0,
61177,Makeshift shrine,MYQ6_HIDEOUT_SHRINE_VIS,myq6_hideout_shrine_vis,1,1,Inspect,1,0,1,,,,0,
61178,Makeshift shrine,MYQ6_HIDEOUT_SHRINE_VIS_NOOP,myq6_hideout_shrine_vis_noop,1,1,,1,0,1,,,,0,
61179,Locker,MYQ6_HIDEOUT_SHRINE_HIDDEN,myq6_hideout_shrine_hidden,1,1,,1,0,1,,,,0,
61180,null,BASALT_SINGLE_02,basalt_single_02,1,1,,1,0,0,,,,0,21
61181,null,DARKM_CASTLE_DOOR_OUTSIDE_ESCAPE,darkm_castle_door_outside_escape,1,5,,1,0,0,,,,0,
61182,Castle Gates,DARKM_CASTLE_DOOR_INSIDE_ESCAPE,darkm_castle_door_inside_escape,1,5,Escape|Quick-escape,1,0,1,,,,0,
61183,null,MYQ6_VELIAF_DRINK_TABLE,myq6_veliaf_drink_table,1,1,,0,0,1,15464,,"[61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61184,61185,61185,61185,61185,61185,61185,61185,61185,61185,61184]",154,
61184,Table,MYQ6_VELIAF_DRINK_TABLE_EMPTY,myq6_veliaf_drink_table_empty,1,1,,0,0,1,,,,154,
61185,Table,MYQ6_VELIAF_DRINK_TABLE_GLASSES,myq6_veliaf_drink_table_glasses,1,1,,0,0,1,,,,154,
61186,Trapdoor,SLP_BASEMENT_TRAPDOOR_MANOR_OPEN_ESCAPE,slp_basement_trapdoor_manor_open_escape,1,1,Escape|Quick-escape,0,1,1,,,,0,7
61187,Large door,PRIESTPERILTEMPLEDOORL_ESCAPE,priestperiltempledoorl_escape,1,1,Escape|Quick-escape,1,0,1,,,,2458,
61188,Large door,PRIESTPERILTEMPLEDOORR_ESCAPE,priestperiltempledoorr_escape,1,1,Escape|Quick-escape,1,0,1,,,,2458,
61189,Staircase,PATERDOMUS_SPIRALSTAIRS,paterdomus_spiralstairs,2,2,Climb-up,1,0,1,,,,0,7
61190,Staircase,PATERDOMUS_SPIRALSTAIRS_M,paterdomus_spiralstairs_m,2,2,Climb-up,1,0,1,,,,0,7
61191,null,MYQ6_IVANDIS_TOMB_TUNNEL,myq6_ivandis_tomb_tunnel,1,1,Enter,1,0,1,15464,,"[61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61192,61195,61193,61195,61194,61195]",0,
61192,Wall,MYQ6_IVANDIS_TOMB_TUNNEL_BLOCKED_NOOP,myq6_ivandis_tomb_tunnel_blocked_noop,1,1,,1,0,1,,,,0,
61193,Blockage,MYQ6_IVANDIS_TOMB_TUNNEL_BLOCKED_INVESTIGATE,myq6_ivandis_tomb_tunnel_blocked_investigate,1,1,Investigate,1,0,1,,,,0,
61194,Blockage,MYQ6_IVANDIS_TOMB_TUNNEL_BLOCKED_MINE,myq6_ivandis_tomb_tunnel_blocked_mine,1,1,Mine-through,1,0,1,,,,0,
61195,Cave entrance,MYQ6_IVANDIS_TOMB_TUNNEL_UNBLOCKED,myq6_ivandis_tomb_tunnel_unblocked,1,1,Enter,1,0,1,,,,0,
61196,Hole,MYQ6_IVANDIS_TOMB_TUNNEL_OUT,myq6_ivandis_tomb_tunnel_out,1,1,Enter,1,0,1,,,,0,
61197,Tunnel,MYQ6_MINE_CART_TUNNEL,myq6_mine_cart_tunnel,1,3,Enter,1,0,1,,,,0,
61198,Booth,MYQ6_VAMPYRIFICATION_BOOTH,myq6_vampyrification_booth,1,1,,1,0,1,,,,0,
61199,Booth,MYQ6_VAMPYRIFICATION_BOOTH_ANIMATED,myq6_vampyrification_booth_animated,3,3,,1,0,1,,,,0,
61200,Booth,MYQ6_VAMPYRIFICATION_BOOTH_ANIMATED_BROKEN,myq6_vampyrification_booth_animated_broken,3,3,,1,0,1,,,,0,
61201,Tunnel,MYQ6_VAMPYRIFICATION_LAB_EXIT,myq6_vampyrification_lab_exit,1,1,Enter,1,0,1,,,,0,
61202,Tunnel,MYQ6_VAMPYRIFICATION_LAB_EXIT_ESCAPE,myq6_vampyrification_lab_exit_escape,1,1,Escape|Quick-escape,1,0,1,,,,0,
61203,null,MYQ6_VAMPYRIFICATION_LAB_CASTLE_EXIT,myq6_vampyrification_lab_castle_exit,1,1,,1,0,1,15464,,"[61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61204,61205]",0,
61204,Entry,MYQ6_VAMPYRIFICATION_LAB_CASTLE_EXIT_NOOP,myq6_vampyrification_lab_castle_exit_noop,1,1,,1,0,1,,,,0,
61205,Entry,MYQ6_VAMPYRIFICATION_LAB_CASTLE_EXIT_OP,myq6_vampyrification_lab_castle_exit_op,1,1,Enter,1,0,1,,,,0,
61206,Entry,MYQ6_CASTLE_DRAKAN_EXIT_TO_LAB,myq6_castle_drakan_exit_to_lab,1,1,Enter,1,0,1,,,,0,
61207,Stairs,MYQ6_CASTLE_DRAKAN_DUNGEON_STAIRS_SOUTH,myq6_castle_drakan_dungeon_stairs_south,3,4,Climb-up,1,0,1,,,,0,69
61208,Stairs,MYQ6_CASTLE_DRAKAN_DUNGEON_STAIRS_NORTH,myq6_castle_drakan_dungeon_stairs_north,3,4,Climb-up,1,0,1,,,,0,69
61209,Stairs,MYQ6_CASTLE_DRAKAN_DUNGEON_STAIRS_SOUTH_TOP,myq6_castle_drakan_dungeon_stairs_south_top,2,4,Climb-down,1,0,1,,,,0,69
61210,Stairs,MYQ6_CASTLE_DRAKAN_DUNGEON_STAIRS_NORTH_TOP,myq6_castle_drakan_dungeon_stairs_north_top,2,4,Climb-down,1,0,1,,,,0,69
61211,null,MYQ6_CASTLE_DRAKAN_DOORS,myq6_castle_drakan_doors,1,3,,1,0,1,15464,,"[61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61212,61213]",0,
61212,Front door,MYQ6_CASTLE_DRAKAN_DOORS_NOOP,myq6_castle_drakan_doors_noop,1,3,,1,0,1,,,,0,
61213,Front door,MYQ6_CASTLE_DRAKAN_DOORS_OP,myq6_castle_drakan_doors_op,1,3,Exit,1,0,1,,,,0,
61214,null,MYQ6_VAMPYRIUM_PORTAL,myq6_vampyrium_portal,3,1,,1,0,1,15464,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,61216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61216,-1]",0,
61215,null,MYQ6_VAMPYRIUM_GRAVEYARD_PORTAL,myq6_vampyrium_graveyard_portal,3,3,,1,0,1,15464,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61217,61217,61217,61217,61217,61217,61217,-1]",0,
61216,Portal,MYQ6_VAMPYRIUM_PORTAL_VIS,myq6_vampyrium_portal_vis,3,1,Enter,1,0,1,,,,0,
61217,Portal,MYQ6_VAMPYRIUM_GRAVEYARD_PORTAL_VIS,myq6_vampyrium_graveyard_portal_vis,3,3,Enter,1,0,1,,,,0,
61218,Portal,MYQ6_HIDEOUT_PORTAL,myq6_hideout_portal,3,1,,1,0,1,,,,0,
61219,Portal,MYQ6_HIDEOUT_PORTAL_EXPANDING,myq6_hideout_portal_expanding,3,1,,1,0,1,,,,0,
61220,null,MYQ6_HIDEOUT_PORTAL_HIDDEN,myq6_hideout_portal_hidden,3,1,,1,0,0,,,,0,
61221,Portal,MYQ6_VAMPYRIUM_RETURN_PORTAL,myq6_vampyrium_return_portal,3,1,Enter,1,0,1,,,,0,
61222,Portal,MYQ6_VAMPYRIUM_PORTAL_SILENT,myq6_vampyrium_portal_silent,3,1,,1,0,1,,,,0,
61223,null,MYQ6_VAMPYRIUM_RETURN_PORTAL_POSTQUEST,myq6_vampyrium_return_portal_postquest,3,1,,1,0,1,15464,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61216,-1]",0,
61224,Portal,MYQ6_VAMPYRIUM_COURTYARD_PORTAL,myq6_vampyrium_courtyard_portal,3,1,,1,0,1,,,,0,
61225,null,MYQ6_CASTLE_DRAKAN_SHRINE,myq6_castle_drakan_shrine,3,2,,1,0,1,15470,,"[61226,61227]",0,
61226,Shrine,MYQ6_CASTLE_DRAKAN_SHRINE_OP,myq6_castle_drakan_shrine_op,3,2,Pray-to,1,0,1,,,,0,
61227,Shrine,MYQ6_CASTLE_DRAKAN_SHRINE_NOOP,myq6_castle_drakan_shrine_noop,3,2,,1,0,1,,,,0,
61228,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE01,myq6_corpse_vampyre_juvenile01,1,2,,0,0,1,,,,0,
61229,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE02,myq6_corpse_vampyre_juvenile02,1,1,,0,0,1,,,,0,
61230,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE03,myq6_corpse_vampyre_juvenile03,1,1,,0,0,1,,,,0,
61231,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE04,myq6_corpse_vampyre_juvenile04,1,2,,0,0,1,,,,0,
61232,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE05,myq6_corpse_vampyre_juvenile05,1,2,,0,0,1,,,,0,
61233,Dead juvinate,MYQ6_CORPSE_VAMPYRE_JUVINATE01,myq6_corpse_vampyre_juvinate01,1,2,,0,0,1,,,,0,
61234,Dead juvinate,MYQ6_CORPSE_VAMPYRE_JUVINATE02,myq6_corpse_vampyre_juvinate02,1,1,,0,0,1,,,,0,
61235,Dead juvinate,MYQ6_CORPSE_VAMPYRE_JUVINATE03,myq6_corpse_vampyre_juvinate03,1,2,,0,0,1,,,,0,
61236,Dead juvinate,MYQ6_CORPSE_VAMPYRE_JUVINATE04,myq6_corpse_vampyre_juvinate04,1,2,,0,0,1,,,,0,
61237,Dead juvinate,MYQ6_CORPSE_VAMPYRE_JUVINATE05,myq6_corpse_vampyre_juvinate05,1,2,,0,0,1,,,,0,
61238,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE01_NOOP,myq6_corpse_vampyre_juvenile01_noop,1,1,,0,0,1,,,,0,
61239,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE02_NOOP,myq6_corpse_vampyre_juvenile02_noop,1,1,,0,0,1,,,,0,
61240,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE03_NOOP,myq6_corpse_vampyre_juvenile03_noop,1,1,,0,0,1,,,,0,
61241,Dead juvenile,MYQ6_CORPSE_VAMPYRE_JUVENILE04_NOOP,myq6_corpse_vampyre_juvenile04_noop,1,1,,0,0,1,,,,0,
61242,Dead vyrewatch,MYQ6_CORPSE_VAMPYRE_VYREWATCH01,myq6_corpse_vampyre_vyrewatch01,1,2,,0,0,1,,,,0,
61243,Dead vyrewatch,MYQ6_CORPSE_VAMPYRE_VYREWATCH02,myq6_corpse_vampyre_vyrewatch02,1,1,,0,0,1,,,,0,
61244,Dead vyrewatch,MYQ6_CORPSE_VAMPYRE_VYREWATCH03,myq6_corpse_vampyre_vyrewatch03,1,2,,0,0,1,,,,0,
61245,Dead vyrewatch,MYQ6_CORPSE_VAMPYRE_VYREWATCH04,myq6_corpse_vampyre_vyrewatch04,1,1,,0,0,1,,,,0,
61246,Dead vyrewatch,MYQ6_CORPSE_VAMPYRE_VYREWATCH05,myq6_corpse_vampyre_vyrewatch05,1,2,,0,0,1,,,,0,
61247,Doors,MYQ6_THEATRE_DOOR_CLOSED,myq6_theatre_door_closed,3,2,,1,0,1,,,,0,
61248,Doors,MYQ6_THEATRE_DOOR_OPEN,myq6_theatre_door_open,3,2,,1,0,1,,,,0,
61249,Doors,MYQ6_THEATRE_DOOR_ESCAPE,myq6_theatre_door_escape,3,2,Escape|Quick-escape,1,0,1,,,,0,
61250,null,MYQ6_MAIDEN_POOL_WELL_01,myq6_maiden_pool_well_01,7,7,,0,0,0,,,,0,
61251,null,MYQ6_MAIDEN_POOL_WELL_02,myq6_maiden_pool_well_02,7,7,,0,0,0,,,,0,
61252,null,MYQ6_MAIDEN_POOL_WELL_03,myq6_maiden_pool_well_03,7,7,,0,0,0,,,,0,
61253,null,MYQ6_MAIDEN_POOL_WELL_04,myq6_maiden_pool_well_04,7,7,,0,0,0,,,,0,
61254,null,MYQ6_OLD_LAB_ENTRY,myq6_old_lab_entry,2,2,,0,0,1,15464,,"[61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61255,61257,61256,61257,61258,61258,61258,61258,61258,61257,61256,61257]",0,
61255,Rubble,MYQ6_OLD_LAB_ENTRY_HIDDEN,myq6_old_lab_entry_hidden,2,2,,0,0,1,,,,0,
61256,Entry,MYQ6_OLD_LAB_ENTRY_VIS_NOOP,myq6_old_lab_entry_vis_noop,2,2,,0,0,1,,,,0,
61257,Entry,MYQ6_OLD_LAB_ENTRY_VIS_CLOSED_NOOP,myq6_old_lab_entry_vis_closed_noop,2,2,,0,0,1,,,,0,
61258,Entry,MYQ6_OLD_LAB_ENTRY_VIS,myq6_old_lab_entry_vis,2,2,Enter,0,0,1,,,,0,
61259,Exit,MYQ6_OLD_LAB_EXIT,myq6_old_lab_exit,1,1,Escape|Quick-escape,1,0,1,,,,0,
61260,null,MYQ6_WYRD_BLOOD_1,myq6_wyrd_blood_1,1,1,,1,0,1,15464,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61261,-1]",2459,
61261,Blood,MYQ6_WYRD_BLOOD_1_VIS,myq6_wyrd_blood_1_vis,1,1,,1,0,1,,,,0,
61262,null,MYQ6_WYRD_BLOOD_2,myq6_wyrd_blood_2,1,1,,1,0,1,15464,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61261,-1]",2459,
61263,Blood,MYQ6_WYRD_BLOOD_2_VIS,myq6_wyrd_blood_2_vis,1,1,,1,0,1,,,,0,
61264,null,MYQ6_BROKEN_FENCE,myq6_broken_fence,1,1,,0,0,1,15464,,"[61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61267,61266,61267]",2460,
61265,Fence,MYQ6_BROKEN_FENCE_HIDDEN,myq6_broken_fence_hidden,1,1,,0,0,1,,,,0,
61266,Fence,MYQ6_BROKEN_FENCE_VIS_OP,myq6_broken_fence_vis_op,1,1,Inspect,0,0,1,,,,0,
61267,Fence,MYQ6_BROKEN_FENCE_VIS,myq6_broken_fence_vis,1,1,,0,0,1,,,,0,
61268,null,MYQ6_BROKEN_FENCE_M,myq6_broken_fence_m,1,1,,0,0,1,15464,,"[61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61265,61270,61269,61270]",2460,
61269,Fence,MYQ6_BROKEN_FENCE_VIS_OP_M,myq6_broken_fence_vis_op_m,1,1,Inspect,0,0,1,,,,0,
61270,Fence,MYQ6_BROKEN_FENCE_VIS_M,myq6_broken_fence_vis_m,1,1,,0,0,1,,,,0,
61271,null,MYQ6_VANESCULA_TABLE_VANESCULA,myq6_vanescula_table_vanescula,1,1,,0,0,1,15464,,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61272,61272,61272,61272,61272,61272,61272,-1]",0,
61272,<col=ffff00>Vanescula Drakan</col>,MYQ6_VANESCULA_TABLE_VANESCULA_VIS,myq6_vanescula_table_vanescula_vis,1,1,,0,0,1,,,,0,
61273,Table,MYQ6_VANESCULA_TABLE,myq6_vanescula_table,1,2,,0,0,1,,,,0,
61274,null,MYQ6_CASTLE_DRAKAN_ROOF_EXIT,myq6_castle_drakan_roof_exit,2,2,Escape|Quick-escape,0,0,0,,,,0,69
61275,Stairs,MYQ6_CASTLE_DRAKAN_ROOF_EXIT_INVISIBLE,myq6_castle_drakan_roof_exit_invisible,1,2,Escape|Quick-escape,0,0,1,,,,0,
61276,null,MYQ6_VELIAF_SICK_PUDDLE,myq6_veliaf_sick_puddle,1,1,,0,0,0,,,,0,
61277,Stained glass window,MYQ6_WINDOW_IRIANDUL_ACTIVE,myq6_window_iriandul_active,1,1,Inspect,1,0,1,,,,0,
